from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9022005004136005,9022005004136004,1,,55700000063061954,55700000064815265
9022005000126016,9022005000126002,1,,55700000063062180,55700000063233767
9022005004136005,9022005004136004,1,,55700000063062180,55700000064815373
9022005001000026,9022005001000020,1,,55700000063062180,55700000064944857
9022005000993005,9022005000993002,1,,55700000063062858,55700000063176077
9022005000126017,9022005000126002,1,,55700000063062858,55700000063233210
9022005000126017,9022005000126002,1,,55700000063062858,55700000063233273
9022005004136005,9022005004136002,1,,55700000063062858,55700000063573602
9022005000993005,9022005000993002,1,,55700000063065234,55700000063175639
9022005001000022,9022005001000020,1,,55700000063065234,55700000064628870
9022005000993005,9022005000993002,1,,55700000063070034,55700000064824777
9022005000993005,9022005000993006,1,,55700000063071702,55700000063210308
9022005001000022,9022005001000020,1,,55700000063071702,55700000064617062
9022005001000022,9022005001000020,1,,55700000063072350,55700000064628712
9022005000993005,9022005000993002,1,,55700000063072350,55700000064824599
9022005001000022,9022005001000020,1,,55700000063072566,55700000064630616
9022005001000022,9022005001000020,1,,55700000063072784,55700000064628791
9022005001000022,9022005001000020,1,,55700000063072784,55700000064628949
9022005000993005,9022005000993002,1,,55700000063072784,55700000064824893
9022005000993005,9022005000993002,1,,55700000063074883,55700000063175895
9022005001000026,9022005001000020,1,,55700000063075963,55700000064569157
9022005001000022,9022005001000020,1,,55700000063077042,55700000064945333
9022005001000022,9022005001000020,1,,55700000063078958,55700000064614234
9022005004136005,9022005004136002,1,,55700000063075315,55700000063573457
9022005001000026,9022005001000020,1,,55700000063075315,55700000064617196
9022005000993005,9022005000993001,1,,55700000063075315,55700000064820027
9022005000993005,9022005000993002,1,,55700000063075315,55700000064824425
9022005000126017,9022005000126002,1,,55700000063063074,55700000063233767
9022005001000022,9022005001000020,1,,55700000063063074,55700000064629423
9022005004136005,9022005004136004,1,,55700000063063074,55700000064815373
9022005000993005,9022005000993002,1,,55700000063063074,55700000064825185
9022005004136005,9022005004136004,1,,55700000063063506,55700000064815400
9022005000993005,9022005000993002,1,,55700000063063938,55700000064824309
9022005001000022,9022005001000020,1,,55700000063065450,55700000064564726
9022005001000022,9022005001000020,1,,55700000063065450,55700000064631090
9022005000993005,9022005000993002,1,,55700000063065450,55700000064825009
9022005000993005,9022005000993002,1,,55700000063065666,55700000063175683
9022005001000022,9022005001000020,1,,55700000063065666,55700000064631169
9022005001000022,9022005001000020,1,,55700000063066530,55700000064565279
9022005001000022,9022005001000020,1,,55700000063066530,55700000064630374
9022005001000022,9022005001000020,1,,55700000063066530,55700000064630932
9022005000993005,9022005000993002,1,,55700000063066530,55700000064824657
9022005001000022,9022005001000020,1,,55700000063066746,55700000064565358
9022005001000022,9022005001000020,1,,55700000063066746,55700000064630453
9022005001000022,9022005001000020,1,,55700000063066746,55700000064631011
