trajectory_id,vehicle,trajectory_start_timestamp,trajectory_end_timestamp,stop_number,stop_start_timestamp,stop_end_timestamp,detected_berth,start_route,start_direction,start_assigned_berth,end_route,end_direction,end_assigned_berth,start_longitude,start_latitude
9031005920505651-1,9031005920505651,1647934004,1647934291,0,1647934037,1647934238,A2,1,1,A2,1,1,A2,15.6232967376709,58.4175148010254
9031005920505651-1,9031005920505651,1647934004,1647934291,1,1647934248,1647934277,-1,1,1,A2,1,1,A2,15.6231031417847,58.4175872802734
9031005920505652-0,9031005920505652,1647931333,1647931769,0,1647931345,1647931680,D1,4,0,A6,4,0,A6,15.6248502731323,58.4165382385254
9031005920505652-0,9031005920505652,1647931333,1647931769,1,1647931727,1647931756,-1,-1,-1,-1,-1,-1,-1,15.6230821609497,58.4176292419434
9031005920505652-1,9031005920505652,1647934677,1647934728,0,1647934691,1647934728,C5,3,0,A5,17,1,C5,15.6242542266846,58.4166717529297
9031005920505653-0,9031005920505653,1647930714,1647930844,0,1647930731,1647930783,C4,16,1,C4,16,1,C4,15.6239700317383,58.4168586730957
9031005920505653-0,9031005920505653,1647930714,1647930844,1,1647930810,1647930827,-1,16,1,C4,16,1,C4,15.6227531433105,58.4175224304199
9031005920505653-1,9031005920505653,1647933798,1647933963,0,1647933821,1647933902,B6,14,0,B5,14,0,B5,15.624439239502,58.4167823791504
9031005920505653-1,9031005920505653,1647933798,1647933963,1,1647933910,1647933929,B5,14,0,B5,14,0,B5,15.6242046356201,58.4169387817383
9031005920505654-0,9031005920505654,1647931055,1647931275,0,1647931076,1647931226,B6,3,0,A5,12,1,B6,15.6244554519653,58.4167823791504
9031005920505654-1,9031005920505654,1647934481,1647934728,0,1647934501,1647934728,B6,12,0,B6,12,1,B6,15.6244621276855,58.4167861938477
9031005920505655-0,9031005920505655,1647930623,1647930750,0,1647930660,1647930681,A3,-1,-1,-1,-1,-1,-1,15.6236763000488,58.4173278808594
9031005920505655-0,9031005920505655,1647930623,1647930750,1,1647930712,1647930746,-1,-1,-1,-1,-1,-1,-1,15.6222162246704,58.4177207946777
9031005920505655-1,9031005920505655,1647930818,1647931142,0,1647930847,1647931083,A6,-1,-1,-1,2,1,A6,15.6245927810669,58.4168472290039
9031005920505655-1,9031005920505655,1647930818,1647931142,1,1647931126,1647931140,-1,2,1,A6,2,1,A6,15.6221685409546,58.4177284240723
9031005920505655-2,9031005920505655,1647933949,1647934166,0,1647933997,1647934129,B2,-1,-1,-1,-1,-1,-1,15.6231317520142,58.4174423217773
9031005920505655-3,9031005920505655,1647934215,1647934529,0,1647934246,1647934504,B2,-1,-1,-1,11,1,B2,15.6231555938721,58.4173965454102
9031005920505656-0,9031005920505656,1647931230,1647931348,0,1647931257,1647931298,A3,1,0,A3,1,0,A3,15.6236753463745,58.417350769043
9031005920505656-0,9031005920505656,1647931230,1647931348,1,1647931314,1647931322,A1,1,0,A3,1,0,A3,15.6230373382568,58.4176597595215
9031005920505656-1,9031005920505656,1647933221,1647933373,0,1647933248,1647933333,A2,1,1,A2,1,1,A2,15.6233234405518,58.4175148010254
9031005920505656-1,9031005920505656,1647933221,1647933373,1,1647933356,1647933370,-1,1,1,A2,1,1,A2,15.6221952438355,58.4176902770996
9031005920505657-0,9031005920505657,1647932156,1647932511,0,1647932171,1647932403,C4,12,0,B6,21,1,C4,15.6239566802979,58.4168434143066
9031005920505657-0,9031005920505657,1647932156,1647932511,1,1647932430,1647932498,-1,21,1,C4,21,1,C4,15.6228017807007,58.4175529479981
9031005920505658-0,9031005920505658,1647932912,1647932921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0
9031005920505658-1,9031005920505658,1647932972,1647933024,0,1647933009,1647933022,-1,14,0,B5,14,0,B5,15.6221551895142,58.4177131652832
9031005920505659-0,9031005920505659,1647930463,1647930961,0,1647930490,1647930925,A5,-1,-1,-1,3,1,A5,15.6242389678955,58.4170265197754
9031005920505659-1,9031005920505659,1647933942,1647934216,0,1647933960,1647934003,B6,3,0,A5,12,1,B6,15.6243534088135,58.4167900085449
9031005920505659-1,9031005920505659,1647933942,1647934216,1,1647934037,1647934141,-1,12,1,B6,12,1,B6,15.6235132217407,58.4171447753906
9031005920505659-1,9031005920505659,1647933942,1647934216,2,1647934191,1647934214,-1,12,1,B6,12,1,B6,15.6222047805786,58.4177055358887
9031005920505661-0,9031005920505661,1647931904,1647932147,0,1647931939,1647932101,B2,13,1,B2,13,1,B2,15.6232414245605,58.4174385070801
9031005920505661-1,9031005920505661,1647934200,1647934683,0,1647934227,1647934634,B4,13,0,B4,13,0,B4,15.6238412857056,58.4171295166016
9031005920505661-1,9031005920505661,1647934200,1647934683,1,1647934667,1647934680,-1,13,0,B4,13,0,B4,15.6222038269043,58.4177284240723
9031005920505662-0,9031005920505662,1647931136,1647931633,0,1647931154,1647931538,A6,2,0,A6,4,1,A6,15.6245803833008,58.4168434143066
9031005920505662-0,9031005920505662,1647931136,1647931633,1,1647931595,1647931604,-1,4,1,A6,4,1,A6,15.6225748062134,58.4177017211914
9031005920505662-0,9031005920505662,1647931136,1647931633,2,1647931619,1647931633,-1,4,1,A6,4,1,A6,15.6221590042114,58.4176330566406
9031005920505663-0,9031005920505663,1647931595,1647931755,0,1647931600,1647931610,-1,1,1,A2,-1,-1,-1,15.6247301101685,58.4163856506348
9031005920505663-0,9031005920505663,1647931595,1647931755,1,1647931648,1647931667,A4,-1,-1,-1,-1,-1,-1,15.6240129470825,58.417179107666
9031005920505663-0,9031005920505663,1647931595,1647931755,2,1647931697,1647931737,-1,-1,-1,-1,-1,-1,-1,15.622802734375,58.4177742004395
9031005920505663-0,9031005920505663,1647931595,1647931755,3,1647931741,1647931750,-1,-1,-1,-1,-1,-1,-1,15.622673034668,58.4177513122559
9031005920505663-1,9031005920505663,1647931926,1647932063,0,1647931937,1647931970,D1,-1,-1,-1,20,1,D1,15.6248588562012,58.4165725708008
9031005920505663-1,9031005920505663,1647931926,1647932063,1,1647932029,1647932056,-1,20,1,D1,20,1,D1,15.6224737167358,58.4177665710449
9031005920505664-0,9031005920505664,1647931696,1647931906,0,1647931716,1647931834,A6,3,0,A5,2,1,A6,15.6245536804199,58.4168090820313
9031005920505664-0,9031005920505664,1647931696,1647931906,1,1647931843,1647931859,A5,2,1,A6,2,1,A6,15.6242570877075,58.4169616699219
9031005920505664-1,9031005920505664,1647934704,1647934728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0
9031005920505665-0,9031005920505665,1647931783,1647931987,0,1647931812,1647931945,B4,13,0,B4,13,0,B4,15.6237716674805,58.4170684814453
9031005920505666-0,9031005920505666,1647931321,1647931535,0,1647931362,1647931504,A2,1,1,A2,1,1,A2,15.6233072280884,58.4175033569336
9031005920505666-0,9031005920505666,1647931321,1647931535,1,1647931522,1647931530,-1,1,1,A2,1,1,A2,15.6224126815796,58.4177513122559
9031005920505666-1,9031005920505666,1647934119,1647934237,0,1647934152,1647934202,A3,1,0,A3,1,0,A3,15.6235942840576,58.4173355102539
9031005920505667-0,9031005920505667,1647929984,1647930137,0,1647929988,1647930048,-1,18,0,B5,18,0,B5,15.6247940063477,58.4163589477539
9031005920505667-0,9031005920505667,1647929984,1647930137,1,1647930061,1647930071,D1,18,0,B5,23,1,D1,15.6248445510864,58.4165763854981
9031005920505667-0,9031005920505667,1647929984,1647930137,2,1647930092,1647930107,A4,23,1,D1,23,1,D1,15.6239814758301,58.4172019958496
9031005920505667-1,9031005920505667,1647930181,1647930375,0,1647930189,1647930329,D1,23,1,D1,23,1,D1,15.6249008178711,58.4165267944336
9031005920505667-2,9031005920505667,1647932337,1647932378,0,1647932372,1647932378,A2,1,1,A2,1,1,A2,15.6233606338501,58.4175415039063
9031005920505667-3,9031005920505667,1647932402,1647932500,0,1647932430,1647932490,-1,1,1,A2,1,1,A2,15.6227617263794,58.4177932739258
9031005920505668-0,9031005920505668,1647930097,1647930345,0,1647930127,1647930302,B2,13,1,B2,13,1,B2,15.6232013702393,58.4174575805664
9031005920505668-0,9031005920505668,1647930097,1647930345,1,1647930329,1647930336,-1,13,1,B2,13,1,B2,15.6224880218506,58.4178047180176
9031005920505668-1,9031005920505668,1647932552,1647932916,0,1647932578,1647932826,B4,13,0,B4,13,0,B4,15.623833656311,58.4171180725098
9031005920505668-1,9031005920505668,1647932552,1647932916,1,1647932870,1647932914,-1,13,0,B4,13,0,B4,15.6221704483032,58.4177093505859
9031005920505669-0,9031005920505669,1647932348,1647932521,0,1647932360,1647932379,D1,3,0,A5,-1,-1,-1,15.6248836517334,58.4165458679199
9031005920505669-0,9031005920505669,1647932348,1647932521,1,1647932430,1647932503,-1,-1,-1,-1,-1,-1,-1,15.6230869293213,58.4176445007324
9031005920505670-0,9031005920505670,1647929758,1647930129,0,1647929758,1647930054,A6,4,1,A6,4,1,A6,15.6246795654297,58.416862487793
9031005920505670-0,9031005920505670,1647929758,1647930129,1,1647930105,1647930127,-1,4,1,A6,4,1,A6,15.6221418380737,58.417724609375
9031005920505670-1,9031005920505670,1647933630,1647934161,0,1647933640,1647933699,D1,4,0,A6,4,0,A6,15.6248989105225,58.4165344238281
9031005920505670-1,9031005920505670,1647933630,1647934161,1,1647933751,1647933803,-1,-1,-1,-1,-1,-1,-1,15.623028755188,58.4177474975586
9031005920505670-1,9031005920505670,1647933630,1647934161,2,1647933822,1647934095,-1,-1,-1,-1,-1,-1,-1,15.6223182678223,58.4179039001465
9031005920505670-1,9031005920505670,1647933630,1647934161,3,1647934106,1647934160,-1,-1,-1,-1,-1,-1,-1,15.6221370697021,58.4178504943848
9031005920505670-2,9031005920505670,1647934207,1647934574,0,1647934233,1647934511,A6,4,1,A6,4,1,A6,15.6246328353882,58.4168510437012
9031005920505670-2,9031005920505670,1647934207,1647934574,1,1647934561,1647934571,-1,4,1,A6,4,1,A6,15.622163772583,58.4177322387695
9031005920505671-0,9031005920505671,1647932536,1647933130,0,1647932556,1647933014,B6,12,0,B6,12,1,B6,15.6244621276855,58.4167785644531
9031005920505671-0,9031005920505671,1647932536,1647933130,1,1647933053,1647933070,-1,12,1,B6,12,1,B6,15.6230030059814,58.4175567626953
9031005920505671-0,9031005920505671,1647932536,1647933130,2,1647933080,1647933125,-1,12,1,B6,12,1,B6,15.6225290298462,58.4177856445313
9031005920505672-0,9031005920505672,1647929759,1647930068,0,1647929759,1647930005,C4,21,1,C4,21,1,C4,15.6240119934082,58.4169082641602
9031005920505672-0,9031005920505672,1647929759,1647930068,1,1647930032,1647930056,-1,21,1,C4,21,1,C4,15.6227827072144,58.4176025390625
9031005920505673-0,9031005920505673,1647930698,1647930751,0,1647930741,1647930751,A2,1,1,A2,1,1,A2,15.6233625411987,58.4175491333008
9031005920505673-1,9031005920505673,1647930789,1647931026,0,1647930789,1647930947,A2,1,1,A2,1,1,A2,15.6234655380249,58.4175109863281
9031005920505673-1,9031005920505673,1647930789,1647931026,1,1647930977,1647931024,E2,1,1,A2,1,1,A2,15.6222295761108,58.4177742004395
9031005920505673-2,9031005920505673,1647933443,1647933897,0,1647933477,1647933839,A3,1,0,A3,1,0,A3,15.6236972808838,58.4173736572266
9031005920505673-2,9031005920505673,1647933443,1647933897,1,1647933860,1647933893,E2,1,0,A3,1,0,A3,15.6222658157349,58.4177474975586
9031005920505674-0,9031005920505674,1647931642,1647931864,0,1647931650,1647931655,-1,16,0,C5,16,0,C5,15.6244916915894,58.4165420532227
9031005920505674-0,9031005920505674,1647931642,1647931864,1,1647931661,1647931672,-1,16,0,C5,16,0,C5,15.6244068145752,58.4165687561035
9031005920505674-0,9031005920505674,1647931642,1647931864,2,1647931676,1647931800,C5,16,0,C5,16,0,C5,15.6242532730103,58.4166297912598
9031005920505674-1,9031005920505674,1647934065,1647934278,0,1647934084,1647934209,C4,16,1,C4,16,1,C4,15.6239128112793,58.4168395996094
9031005920505674-1,9031005920505674,1647934065,1647934278,1,1647934256,1647934271,-1,16,1,C4,16,1,C4,15.6223983764648,58.4177360534668
9031005920505675-0,9031005920505675,1647929814,1647930279,0,1647929840,1647930196,A5,3,0,A5,3,1,A5,15.6242952346802,58.4170455932617
9031005920505675-0,9031005920505675,1647929814,1647930279,1,1647930228,1647930267,-1,3,1,A5,3,1,A5,15.6229028701782,58.417724609375
9031005920505675-1,9031005920505675,1647933306,1647933700,0,1647933324,1647933616,C4,3,0,A5,21,1,C4,15.6239833831787,58.4168548583984
9031005920505675-1,9031005920505675,1647933306,1647933700,1,1647933655,1647933696,-1,21,1,C4,21,1,C4,15.622483253479,58.4177856445313
9031005920505676-0,9031005920505676,1647930206,1647930371,0,1647930227,1647930309,B6,12,0,B6,12,1,B6,15.6244745254517,58.4167976379395
9031005920505676-0,9031005920505676,1647930206,1647930371,1,1647930338,1647930348,-1,12,1,B6,12,1,B6,15.6230983734131,58.4175071716309
9031005920505676-1,9031005920505676,1647933555,1647933779,0,1647933576,1647933681,A6,12,0,B6,4,1,A6,15.6246423721313,58.4168548583984
9031005920505676-1,9031005920505676,1647933555,1647933779,1,1647933745,1647933775,-1,4,1,A6,4,1,A6,15.6221961975098,58.4177131652832
9031005920505677-0,9031005920505677,1647930779,1647931092,0,1647930809,1647931021,B4,13,0,B4,13,0,B4,15.6237897872925,58.4170989990234
9031005920505677-0,9031005920505677,1647930779,1647931092,1,1647931052,1647931088,-1,13,0,B4,13,0,B4,15.6221609115601,58.4177055358887
9031005920505677-1,9031005920505677,1647933966,1647934171,0,1647933997,1647934134,B3,13,1,B2,13,1,B2,15.6233711242676,58.4172668457031
9031005920505678-0,9031005920505678,1647932354,1647932595,0,1647932382,1647932545,A6,17,0,C5,2,1,A6,15.6246299743652,58.4168701171875
9031005920505678-0,9031005920505678,1647932354,1647932595,1,1647932582,1647932594,-1,2,1,A6,2,1,A6,15.6221542358398,58.4177322387695
9031005920505680-0,9031005920505680,1647932168,1647932532,0,1647932184,1647932255,-1,4,0,A6,17,1,C5,15.6244211196899,58.4165534973145
9031005920505680-0,9031005920505680,1647932168,1647932532,1,1647932263,1647932410,C5,17,1,C5,17,1,C5,15.6242294311523,58.4166374206543
9031005920505680-0,9031005920505680,1647932168,1647932532,2,1647932434,1647932496,-1,17,1,C5,17,1,C5,15.622875213623,58.4173431396484
9031005920505681-0,9031005920505681,1647931225,1647931338,0,1647931236,1647931270,C5,12,0,B6,17,1,C5,15.6243171691895,58.4167060852051
9031005920505681-0,9031005920505681,1647931225,1647931338,1,1647931322,1647931335,-1,17,1,C5,17,1,C5,15.6221590042114,58.4177093505859
9031005920505682-0,9031005920505682,1647931897,1647932242,0,1647931929,1647932165,A6,2,0,A6,4,1,A6,15.624566078186,58.4168128967285
9031005920505682-0,9031005920505682,1647931897,1647932242,1,1647932203,1647932234,-1,4,1,A6,4,1,A6,15.6224822998047,58.4177589416504
9031005920505683-0,9031005920505683,1647932907,1647933026,0,1647932925,1647933026,C3,-1,-1,-1,-1,-1,-1,15.6235914230347,58.4170112609863
9031005920505683-1,9031005920505683,1647933088,1647933177,0,1647933088,1647933136,-1,-1,-1,-1,-1,-1,-1,15.6236152648926,58.4170608520508
9031005920505683-1,9031005920505683,1647933088,1647933177,1,1647933154,1647933160,C1,-1,-1,-1,-1,-1,-1,15.6227893829346,58.4174308776856
9031005920505683-2,9031005920505683,1647933236,1647933337,0,1647933255,1647933285,A6,-1,-1,-1,2,1,A6,15.6245698928833,58.4168548583984
9031005920505683-2,9031005920505683,1647933236,1647933337,1,1647933318,1647933333,-1,2,1,A6,2,1,A6,15.6221675872803,58.4177169799805
9031005920505685-0,9031005920505685,1647934668,1647934698,0,1647934689,1647934698,A5,17,0,C5,3,1,A5,15.6242780685425,58.4169921875
9031005920505686-0,9031005920505686,1647929759,1647929775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0
9031005920505686-1,9031005920505686,1647933512,1647933839,0,1647933534,1647933784,A5,17,0,C5,3,1,A5,15.6243295669556,58.4170150756836
9031005920505686-1,9031005920505686,1647933512,1647933839,1,1647933823,1647933832,-1,3,1,A5,3,1,A5,15.6225242614746,58.4177894592285
9031005920505687-0,9031005920505687,1647930272,1647930478,0,1647930285,1647930291,-1,-1,-1,-1,-1,-1,-1,15.6248292922974,58.4165878295898
9031005920505687-0,9031005920505687,1647930272,1647930478,1,1647930303,1647930426,A6,-1,-1,-1,2,1,A6,15.6245822906494,58.4168815612793
9031005920505687-0,9031005920505687,1647930272,1647930478,2,1647930468,1647930475,E2,2,1,A6,2,1,A6,15.6221942901611,58.4178047180176
9031005920505687-1,9031005920505687,1647933320,1647933793,0,1647933331,1647933358,-1,2,0,A6,17,1,C5,15.6245431900024,58.4165229797363
9031005920505687-1,9031005920505687,1647933320,1647933793,1,1647933368,1647933740,C5,17,1,C5,17,1,C5,15.6242599487305,58.4166946411133
9031005920505688-0,9031005920505688,1647931147,1647931761,0,1647931176,1647931213,B3,11,0,B2,-1,-1,-1,15.6234397888184,58.4172401428223
9031005920505688-0,9031005920505688,1647931147,1647931761,1,1647931225,1647931675,B2,-1,-1,-1,11,1,B2,15.6231565475464,58.4174308776856
9031005920505688-0,9031005920505688,1647931147,1647931761,2,1647931696,1647931751,-1,11,1,B2,11,1,B2,15.622820854187,58.4176330566406
9031005920505688-1,9031005920505688,1647933854,1647934235,0,1647933861,1647933883,D1,11,0,B2,11,0,B2,15.6248617172241,58.4165267944336
9031005920505688-1,9031005920505688,1647933854,1647934235,1,1647933914,1647933924,-1,11,0,B2,-1,-1,-1,15.6237945556641,58.4172401428223
9031005920505688-1,9031005920505688,1647933854,1647934235,2,1647933944,1647934202,A1,-1,-1,-1,-1,-1,-1,15.6229696273804,58.4177017211914
9031005920505688-1,9031005920505688,1647933854,1647934235,3,1647934213,1647934221,-1,-1,-1,-1,-1,-1,-1,15.6226825714111,58.4177932739258
9031005920505696-0,9031005920505696,1647930247,1647930361,0,1647930259,1647930301,C5,16,0,C5,16,0,C5,15.6243505477905,58.4166984558106
9031005920505696-0,9031005920505696,1647930247,1647930361,1,1647930330,1647930345,B1,16,0,C5,16,0,C5,15.6228199005127,58.4175567626953
9031005920505696-1,9031005920505696,1647932724,1647933117,0,1647932738,1647933005,C4,16,1,C4,16,1,C4,15.6239719390869,58.4168395996094
9031005920505696-1,9031005920505696,1647932724,1647933117,1,1647933038,1647933048,-1,16,1,C4,16,1,C4,15.6228103637695,58.4173965454102
9031005920505696-1,9031005920505696,1647932724,1647933117,2,1647933078,1647933117,-1,16,1,C4,16,1,C4,15.6221218109131,58.4176902770996
9031005920505697-0,9031005920505697,1647931970,1647932233,0,1647931997,1647932112,B6,3,0,A5,12,1,B6,15.6244325637817,58.4167785644531
9031005920505697-0,9031005920505697,1647931970,1647932233,1,1647932160,1647932167,-1,12,1,B6,12,1,B6,15.6228351593018,58.4176406860352
9031005920505697-0,9031005920505697,1647931970,1647932233,2,1647932188,1647932231,-1,12,1,B6,12,1,B6,15.6220970153809,58.4176864624023
9031005920505698-0,9031005920505698,1647931409,1647931680,0,1647931430,1647931627,A5,17,0,C5,3,1,A5,15.6242361068726,58.4170265197754
9031005920505698-1,9031005920505698,1647934267,1647934469,0,1647934297,1647934387,A5,3,0,A5,3,1,A5,15.6241998672485,58.4169845581055
9031005920505698-1,9031005920505698,1647934267,1647934469,1,1647934418,1647934464,-1,3,1,A5,3,1,A5,15.622447013855,58.4177703857422
9031005920505699-0,9031005920505699,1647930611,1647930830,0,1647930623,1647930652,D1,3,0,A5,-1,-1,-1,15.6249017715454,58.416561126709
9031005920505699-0,9031005920505699,1647930611,1647930830,1,1647930657,1647930668,-1,-1,-1,-1,4,1,A6,15.6248836517334,58.4166145324707
9031005920505699-0,9031005920505699,1647930611,1647930830,2,1647930679,1647930742,A6,4,1,A6,4,1,A6,15.6245861053467,58.4168663024902
9031005920505699-0,9031005920505699,1647930611,1647930830,3,1647930754,1647930764,-1,4,1,A6,4,1,A6,15.6241369247437,58.4170112609863
9031005920505699-0,9031005920505699,1647930611,1647930830,4,1647930799,1647930815,-1,4,1,A6,4,1,A6,15.6226749420166,58.4177894592285
9031005920505699-1,9031005920505699,1647934440,1647934520,0,1647934453,1647934480,C5,4,0,A6,-1,-1,-1,15.6242361068726,58.416690826416
9031005920505731-0,9031005920505731,1647929758,1647930049,0,1647929758,1647930013,A1,15,1,A1,15,1,A1,15.6230297088623,58.4177055358887
9031005920505731-0,9031005920505731,1647929758,1647930049,1,1647930031,1647930047,-1,15,1,A1,15,1,A1,15.6221933364868,58.4177207946777
9031005920505731-1,9031005920505731,1647933229,1647933448,0,1647933240,1647933351,C5,15,0,A1,-1,-1,-1,15.6242656707764,58.4166870117188
9031005920505731-1,9031005920505731,1647933229,1647933448,1,1647933412,1647933447,-1,-1,-1,-1,-1,-1,-1,15.6221466064453,58.4176864624023
9031005920505731-2,9031005920505731,1647933502,1647933710,0,1647933515,1647933609,D1,-1,-1,-1,20,1,D1,15.6248569488525,58.4165344238281
9031005920505731-2,9031005920505731,1647933502,1647933710,1,1647933659,1647933699,-1,20,1,D1,20,1,D1,15.6228370666504,58.4176940917969
9031005920505732-0,9031005920505732,1647930793,1647931093,0,1647930808,1647931017,D1,15,0,A1,20,1,D1,15.6248769760132,58.4165458679199
9031005920505732-0,9031005920505732,1647930793,1647931093,1,1647931064,1647931092,-1,20,1,D1,20,1,D1,15.6220512390137,58.4177398681641
9031005920505733-0,9031005920505733,1647932730,1647932825,0,1647932768,1647932784,A1,10,1,E2,10,1,E2,15.6229887008667,58.4176750183106
9031005920505733-0,9031005920505733,1647932730,1647932825,1,1647932799,1647932822,-1,10,1,E2,-1,-1,-1,15.6221084594727,58.4176940917969
9031005920505733-1,9031005920505733,1647933731,1647933737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0
9031005920505733-2,9031005920505733,1647933770,1647933946,0,1647933827,1647933904,A1,-1,-1,-1,15,1,A1,15.6229953765869,58.4177436828613
9031005920505733-2,9031005920505733,1647933770,1647933946,1,1647933919,1647933944,-1,15,1,A1,15,1,A1,15.6221628189087,58.4176902770996
9031005920505734-0,9031005920505734,1647930693,1647931262,0,1647930726,1647931211,B5,6,0,E1,18,1,B5,15.6240520477295,58.4169464111328
9031005920505734-0,9031005920505734,1647930693,1647931262,1,1647931238,1647931248,-1,18,1,B5,18,1,B5,15.6228904724121,58.4175109863281
9031005920505734-1,9031005920505734,1647933241,1647933342,0,1647933299,1647933319,A1,14,1,A1,14,1,A1,15.6229476928711,58.4176788330078
9031005920505735-0,9031005920505735,1647930116,1647930355,0,1647930131,1647930301,B5,14,0,B5,14,0,B5,15.6241111755371,58.4169120788574
9031005920505735-0,9031005920505735,1647930116,1647930355,1,1647930334,1647930344,-1,14,0,B5,14,0,B5,15.6227970123291,58.4176177978516
9031005920505735-1,9031005920505735,1647932426,1647932748,0,1647932435,1647932714,D1,18,0,B5,20,1,D1,15.6248388290405,58.4165382385254
9031005920505736-0,9031005920505736,1647929977,1647930506,0,1647930007,1647930013,-1,6,0,E1,6,0,E1,15.6241598129272,58.4170188903809
9031005920505736-0,9031005920505736,1647929977,1647930506,1,1647930027,1647930045,A3,6,0,E1,6,0,E1,15.623649597168,58.4173774719238
9031005920505736-0,9031005920505736,1647929977,1647930506,2,1647930063,1647930488,A1,6,0,E1,6,0,E1,15.6230182647705,58.417724609375
9031005920505736-1,9031005920505736,1647930581,1647931237,0,1647930594,1647930605,-1,-1,-1,-1,-1,-1,-1,15.6248340606689,58.4166145324707
9031005920505736-1,9031005920505736,1647930581,1647931237,1,1647930649,1647931198,A1,-1,-1,-1,15,1,A1,15.6229820251465,58.4177131652832
9031005920505736-1,9031005920505736,1647930581,1647931237,2,1647931216,1647931233,-1,15,1,A1,15,1,A1,15.6221685409546,58.4177169799805
9031005920505736-2,9031005920505736,1647934401,1647934655,0,1647934410,1647934604,D1,15,0,A1,21,1,C4,15.6248817443848,58.4165420532227
9031005920505736-3,9031005920505736,1647934697,1647934728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0
9031005920505737-0,9031005920505737,1647932051,1647932170,0,1647932075,1647932112,A4,15,0,A1,-1,-1,-1,15.6239061355591,58.4172096252441
9031005920505739-0,9031005920505739,1647930786,1647931136,0,1647930809,1647930828,A6,572,1,E1,572,1,E1,15.6246166229248,58.4168357849121
9031005920505739-0,9031005920505739,1647930786,1647931136,1,1647930877,1647931111,E1,572,1,E1,6,1,E1,15.6222343444824,58.417896270752
9031005920505739-0,9031005920505739,1647930786,1647931136,2,1647931117,1647931136,-1,6,1,E1,6,1,E1,15.6220989227295,58.4177665710449
9031005920505739-1,9031005920505739,1647934409,1647934707,0,1647934463,1647934685,E1,6,0,E1,6,1,E1,15.6222448348999,58.4178695678711
9031005920505739-1,9031005920505739,1647934409,1647934707,1,1647934697,1647934707,-1,6,1,E1,6,1,E1,15.6221084594727,58.4177322387695
9031005920505740-0,9031005920505740,1647931659,1647932507,0,1647931678,1647932392,B5,10,0,B1,18,1,B5,15.6240844726563,58.416934967041
9031005920505740-0,9031005920505740,1647931659,1647932507,1,1647932426,1647932494,-1,18,1,B5,18,1,B5,15.622820854187,58.4176330566406
9031005920505740-1,9031005920505740,1647934367,1647934508,0,1647934421,1647934493,A1,14,1,A1,14,1,A1,15.6229467391968,58.4176864624023
9031005920505741-0,9031005920505741,1647930747,1647931259,0,1647930760,1647930788,C5,10,0,B1,-1,-1,-1,15.624231338501,58.4167060852051
9031005920505741-0,9031005920505741,1647930747,1647931259,1,1647930801,1647931198,C4,-1,-1,-1,21,1,C4,15.6238622665405,58.4168815612793
9031005920505742-0,9031005920505742,1647931882,1647932732,0,1647931930,1647932712,A1,10,1,E2,15,1,A1,15.6230249404907,58.4177093505859
9031005920505743-0,9031005920505743,1647929914,1647930261,0,1647929944,1647929979,A4,-1,-1,-1,-1,-1,-1,15.6239595413208,58.417179107666
9031005920505743-0,9031005920505743,1647929914,1647930261,1,1647930020,1647930259,E1,-1,-1,-1,6,1,E1,15.6222553253174,58.4178657531738
9031005920505743-1,9031005920505743,1647933716,1647933956,0,1647933738,1647933899,B5,6,0,E1,6,0,E1,15.6240873336792,58.4169464111328
9031005920505743-2,9031005920505743,1647933991,1647934282,0,1647934024,1647934213,B5,18,1,B5,18,1,B5,15.6240816116333,58.4169311523438
9031005920505743-2,9031005920505743,1647933991,1647934282,1,1647934240,1647934247,B1,18,1,B5,18,1,B5,15.6228408813477,58.4175796508789
9031005920505743-2,9031005920505743,1647933991,1647934282,2,1647934258,1647934273,-1,18,1,B5,18,1,B5,15.622706413269,58.4177169799805
9031005920505744-0,9031005920505744,1647932021,1647932140,0,1647932069,1647932103,B1,10,0,B1,10,0,B1,15.6229200363159,58.4175834655762
9031005920505744-0,9031005920505744,1647932021,1647932140,1,1647932123,1647932132,-1,10,0,B1,10,0,B1,15.6224336624146,58.4177703857422
9031005920505745-0,9031005920505745,1647931515,1647931674,0,1647931523,1647931592,-1,6,0,E1,6,0,E1,15.6248111724854,58.4165763854981
9031005920505745-0,9031005920505745,1647931515,1647931674,1,1647931620,1647931639,A2,6,0,E1,6,0,E1,15.6233253479004,58.4174957275391
9031005920505745-0,9031005920505745,1647931515,1647931674,2,1647931652,1647931659,-1,6,0,E1,6,0,E1,15.6230001449585,58.4176139831543
9031005920505745-1,9031005920505745,1647931709,1647932148,0,1647931718,1647932086,D1,6,0,E1,23,1,D1,15.6248769760132,58.4165306091309
9031005920505746-0,9031005920505746,1647929758,1647929928,0,1647929758,1647929895,B2,11,1,B2,11,1,B2,15.6231336593628,58.4174690246582
9031005920505746-1,9031005920505746,1647932345,1647932601,0,1647932377,1647932573,B2,11,0,B2,11,1,B2,15.6231317520142,58.4174423217773
