id,latitude,longitude,bearing,speed,timestamp,vehicle.id,trip_id,schedule_relationship,source,route_id,direction_id,route_short_name,route_type,start_time,start_date,rsn_dir,trajectory_id,is_stopped,cluster,berths
797486675,58.4177207946777,15.6221189498901,226,0.0,1647931566,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-08Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797487050,58.417724609375,15.6221160888672,226,0.0,1647931567,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-09Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797487417,58.417724609375,15.622109413147,226,0.0,1647931568,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-10Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797488170,58.417724609375,15.6220970153809,226,0.0,1647931570,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-11Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797488545,58.417724609375,15.6220932006836,226,0.0,1647931571,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-12Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797488911,58.417724609375,15.6220903396606,226,0.0,1647931572,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-13Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797489289,58.417724609375,15.6220893859863,226,0.0,1647931573,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-14Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797489686,58.417724609375,15.622088432312,226,0.0,1647931574,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-15Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797489686,58.417724609375,15.622088432312,226,0.0,1647931574,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-16Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797490415,58.417724609375,15.6220865249634,226,0.0,1647931576,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-17Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797490803,58.4177207946777,15.6220865249634,226,0.0,1647931577,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-18Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797490803,58.4177207946777,15.6220865249634,226,0.0,1647931577,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-19Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797491174,58.4177207946777,15.6220865249634,226,0.0,1647931578,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-20Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797491553,58.4177207946777,15.6220865249634,226,0.0,1647931579,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-21Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797492306,58.4177207946777,15.6220855712891,226,0.0,1647931581,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-22Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797492674,58.4177207946777,15.6220855712891,226,0.0,1647931582,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-23Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797493046,58.4177207946777,15.6220855712891,226,0.0,1647931583,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-24Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797493417,58.4177207946777,15.6220855712891,226,0.0,1647931584,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-25Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
