,id,latitude,longitude,bearing,speed,timestamp,vehicle.id,trip_id,schedule_relationship,source,route_id,direction_id,route_short_name,route_type
4500,796963487,58.41758346557617,15.62285327911377,325.0,3.5999999046325684,1647930162,9031005920505506,55700000065015753,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005021300000,0,13,700
4501,796963780,58.41753387451172,15.623346328735352,325.0,0.0,1647930163,9031005920505649,55700000064428320,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005020100000,1,1,700
4502,796963711,58.41691970825195,15.62411403656006,321.0,0.0,1647930163,9031005920505735,55700000065084373,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005021400000,0,14,700
4503,796963496,58.41600036621094,15.6228666305542,171.0,6.900000095367432,1647930162,9031005920505670,55700000064970024,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005020400000,1,4,700
4504,796963695,58.41702651977539,15.622838020324709,135.0,6.699999809265137,1647930163,9031005920505667,55700000063262280,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005022300000,1,23,700
4505,796963770,58.41685485839844,15.623973846435549,317.0,0.0,1647930163,9031005918308742,,,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,-1,-1,-1,-1
4506,796963798,58.417457580566406,15.623201370239258,319.0,0.0,1647930163,9031005920505668,55700000065087063,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005021300000,1,13,700
4507,796963771,58.41786575317383,15.622255325317385,256.0,0.0,1647930163,9031005920505743,55700000063663528,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005020600000,1,6,700
4508,796963687,58.41704559326172,15.624295234680176,321.0,0.0,1647930163,9031005920505675,55700000063338106,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005020300000,1,3,700
4509,796963439,58.41704177856445,15.624144554138184,313.0,1.399999976158142,1647930162,9031005920505516,55700000065074528,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005022000000,1,20,700
4510,796963725,58.417724609375,15.623018264770508,322.0,0.0,1647930163,9031005920505736,55700000063666595,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005020600000,0,6,700
4511,796963635,58.417598724365234,15.622906684875488,327.0,0.0,1647930163,9031005920505758,55700000063309748,0.0,otraf-vehiclepositions-2022-03-22T07-22-45Z.pb,9011005021000000,0,10,700
4512,796963861,58.4176139831543,15.622820854187012,329.0,3.5999999046325684,1647930163,9031005920505506,55700000065015753,0.0,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,9011005021300000,0,13,700
4513,796964149,58.41753387451172,15.623346328735352,325.0,0.0,1647930164,9031005920505649,55700000064428320,0.0,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,9011005020100000,1,1,700
4514,796964096,58.41691970825195,15.62411403656006,321.0,0.0,1647930164,9031005920505735,55700000065084373,0.0,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,9011005021400000,0,14,700
4515,796964068,58.416969299316406,15.622944831848145,134.0,8.300000190734863,1647930164,9031005920505667,55700000063262280,0.0,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,9011005022300000,1,23,700
