,id,trip_id,schedule_relationship,latitude,longitude,bearing,speed,timestamp,vehicle.id,source,route_id,direction_id,route_short_name,route_type
77,796457655,55700000063278840,0.0,58.41769790649414,15.622907638549805,320.0,0.0,1647928806,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,9011005021500000,1,15,700
78,796457665,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928806,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,9011005020200000,1,2,700
79,796457747,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928806,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,9011005020100000,0,1,700
80,796457507,,,58.41769790649414,15.622930526733398,323.0,2.799999952316284,1647928806,9031005920505752,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,-1,-1,-1,-1
81,796457447,55700000063338064,0.0,58.417057037353516,15.624250411987305,322.0,0.0,1647928805,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,9011005020300000,1,3,700
82,796457727,55700000063262810,0.0,58.41690444946289,15.62385082244873,303.0,2.5,1647928806,9031005920505733,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,9011005022100000,1,21,700
83,796457723,55700000064969976,0.0,58.41639709472656,15.622493743896484,169.0,8.899999618530273,1647928806,9031005920505680,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,9011005020400000,1,4,700
84,796457714,55700000063302008,0.0,58.417457580566406,15.623204231262207,323.0,0.0,1647928806,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,9011005021100000,1,11,700
85,796457938,,,58.417457580566406,15.622956275939941,0.0,0.0,1647928808,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-09Z.pb,-1,-1,-1,-1
86,796458019,55700000063278840,0.0,58.41769790649414,15.622907638549805,320.0,0.0,1647928807,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-09Z.pb,9011005021500000,1,15,700
