,trip_id,schedule_relationship,latitude,longitude,bearing,speed,timestamp,vehicle.id,source,route_id,direction_id,route_short_name,route_type,assigned_berth
41,55700000063278840,0.0,58.41769790649414,15.622908592224121,320.0,0.0,1647928803,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-04Z.pb,9011005021500000,1,15,700,A1
42,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928803,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-04Z.pb,9011005020200000,1,2,700,A6
43,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928802,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-04Z.pb,9011005020100000,0,1,700,A3
45,55700000063338064,0.0,58.417057037353516,15.624250411987305,322.0,0.0,1647928802,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-04Z.pb,9011005020300000,1,3,700,
46,55700000063262810,0.0,58.416873931884766,15.62392807006836,320.0,0.0,1647928802,9031005920505733,otraf-vehiclepositions-2022-03-22T07-00-04Z.pb,9011005022100000,1,21,700,C4
48,55700000063302008,0.0,58.417457580566406,15.623205184936523,323.0,0.0,1647928802,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-04Z.pb,9011005021100000,1,11,700,B2
49,,,58.41745376586914,15.622955322265625,0.0,0.0,1647928804,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-05Z.pb,-1,-1,-1,-1,
50,55700000063278840,0.0,58.41769790649414,15.622908592224121,320.0,0.0,1647928803,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-05Z.pb,9011005021500000,1,15,700,A1
51,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928803,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-05Z.pb,9011005020200000,1,2,700,A6
52,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928802,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-05Z.pb,9011005020100000,0,1,700,A3
54,55700000063338064,0.0,58.417057037353516,15.624250411987305,322.0,0.0,1647928802,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-05Z.pb,9011005020300000,1,3,700,
55,55700000063262810,0.0,58.416873931884766,15.62392807006836,320.0,0.0,1647928802,9031005920505733,otraf-vehiclepositions-2022-03-22T07-00-05Z.pb,9011005022100000,1,21,700,C4
57,55700000063302008,0.0,58.417457580566406,15.623205184936523,323.0,0.0,1647928802,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-05Z.pb,9011005021100000,1,11,700,B2
58,,,58.417457580566406,15.622955322265625,0.0,0.0,1647928805,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-06Z.pb,-1,-1,-1,-1,
59,55700000063278840,0.0,58.41769790649414,15.622908592224121,320.0,0.0,1647928804,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-06Z.pb,9011005021500000,1,15,700,A1
60,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928804,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-06Z.pb,9011005020200000,1,2,700,A6
61,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928803,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-06Z.pb,9011005020100000,0,1,700,A3
63,55700000063338064,0.0,58.417057037353516,15.624250411987305,322.0,0.0,1647928803,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-06Z.pb,9011005020300000,1,3,700,
66,55700000063302008,0.0,58.417457580566406,15.623205184936523,323.0,0.0,1647928804,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-06Z.pb,9011005021100000,1,11,700,B2
67,,,58.417457580566406,15.622955322265625,0.0,0.0,1647928806,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-07Z.pb,-1,-1,-1,-1,
68,55700000063278840,0.0,58.41769790649414,15.622907638549805,320.0,0.0,1647928805,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-07Z.pb,9011005021500000,1,15,700,A1
69,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928805,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-07Z.pb,9011005020200000,1,2,700,A6
70,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928805,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-07Z.pb,9011005020100000,0,1,700,A3
72,55700000063338064,0.0,58.417057037353516,15.624250411987305,322.0,0.0,1647928804,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-07Z.pb,9011005020300000,1,3,700,
75,55700000063302008,0.0,58.417457580566406,15.623205184936523,323.0,0.0,1647928805,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-07Z.pb,9011005021100000,1,11,700,B2
76,,,58.417457580566406,15.622955322265625,0.0,0.0,1647928807,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,-1,-1,-1,-1,
77,55700000063278840,0.0,58.41769790649414,15.622907638549805,320.0,0.0,1647928806,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,9011005021500000,1,15,700,A1
78,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928806,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-08Z.pb,9011005020200000,1,2,700,A6
