,trip_id,schedule_relationship,latitude,longitude,bearing,speed,timestamp,vehicle.id,source,route_id,direction_id,route_short_name,route_type,assigned_berth
762,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928879,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-21Z.pb,-1,-1,-1,-1,A6
765,55700000063302008,0.0,58.417457580566406,15.62320327758789,323.0,0.0,1647928879,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-21Z.pb,9011005021100000,1,11,700,B2
766,55700000063166564,0.0,58.4169921875,15.623645782470703,0.0,0.0,1647928880,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-21Z.pb,9011005052200000,1,522,700,C3
767,55700000063476178,0.0,58.4174690246582,15.622908592224121,0.0,0.0,1647928882,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-22Z.pb,9011005053000000,1,530,700,C1
769,55700000064973587,0.0,58.41686248779297,15.624646186828613,306.0,0.0,1647928881,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-22Z.pb,9011005020200000,1,2,700,A6
771,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928881,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-22Z.pb,-1,-1,-1,-1,
772,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928881,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-22Z.pb,-1,-1,-1,-1,A6
776,55700000063302008,0.0,58.417457580566406,15.62320327758789,323.0,0.0,1647928881,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-22Z.pb,9011005021100000,1,11,700,B2
777,55700000063166564,0.0,58.4169921875,15.623645782470703,0.0,0.0,1647928882,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-22Z.pb,9011005052200000,1,522,700,C3
778,55700000063476178,0.0,58.4174690246582,15.622908592224121,0.0,0.0,1647928882,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-23Z.pb,9011005053000000,1,530,700,C1
780,55700000064973587,0.0,58.41686248779297,15.624646186828613,306.0,0.0,1647928881,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-23Z.pb,9011005020200000,1,2,700,A6
782,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928881,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-23Z.pb,-1,-1,-1,-1,
783,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928881,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-23Z.pb,-1,-1,-1,-1,A6
787,55700000063302008,0.0,58.417457580566406,15.62320327758789,323.0,0.0,1647928881,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-23Z.pb,9011005021100000,1,11,700,B2
788,55700000063166564,0.0,58.4169921875,15.623645782470703,0.0,0.0,1647928882,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-23Z.pb,9011005052200000,1,522,700,C3
789,55700000063476178,0.0,58.4174690246582,15.622907638549805,0.0,0.0,1647928883,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-24Z.pb,9011005053000000,1,530,700,C1
791,55700000064973587,0.0,58.41686248779297,15.62464714050293,306.0,0.0,1647928882,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-24Z.pb,9011005020200000,1,2,700,A6
793,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928882,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-24Z.pb,-1,-1,-1,-1,
794,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928882,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-24Z.pb,-1,-1,-1,-1,A6
798,55700000063302008,0.0,58.417457580566406,15.62320327758789,323.0,0.0,1647928882,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-24Z.pb,9011005021100000,1,11,700,B2
799,55700000063166564,0.0,58.4169921875,15.62364387512207,0.0,0.0,1647928883,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-24Z.pb,9011005052200000,1,522,700,C3
800,55700000063476178,0.0,58.4174690246582,15.622907638549805,0.0,0.0,1647928884,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-25Z.pb,9011005053000000,1,530,700,C1
802,55700000064973587,0.0,58.41686248779297,15.624648094177246,306.0,0.0,1647928883,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-25Z.pb,9011005020200000,1,2,700,A6
804,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928883,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-25Z.pb,-1,-1,-1,-1,
805,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928883,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-25Z.pb,-1,-1,-1,-1,A6
809,55700000063302008,0.0,58.417457580566406,15.62320327758789,323.0,0.0,1647928883,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-25Z.pb,9011005021100000,1,11,700,B2
810,55700000063166564,0.0,58.4169921875,15.62364387512207,0.0,0.0,1647928884,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-25Z.pb,9011005052200000,1,522,700,C3
811,55700000063476178,0.0,58.4174690246582,15.622905731201172,0.0,0.0,1647928885,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-26Z.pb,9011005053000000,1,530,700,C1
813,55700000064973587,0.0,58.41686248779297,15.624648094177246,306.0,0.0,1647928884,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-26Z.pb,9011005020200000,1,2,700,A6
815,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928885,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-26Z.pb,-1,-1,-1,-1,
816,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928884,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-26Z.pb,-1,-1,-1,-1,A6
820,55700000063302008,0.0,58.417457580566406,15.62320327758789,323.0,0.0,1647928884,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-26Z.pb,9011005021100000,1,11,700,B2
821,55700000063166564,0.0,58.4169921875,15.623641967773438,0.0,0.0,1647928885,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-26Z.pb,9011005052200000,1,522,700,C3
822,55700000063476178,0.0,58.4174690246582,15.622903823852539,0.0,0.0,1647928887,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-27Z.pb,9011005053000000,1,530,700,C1
824,55700000064973587,0.0,58.41686248779297,15.624648094177246,306.0,0.0,1647928885,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-27Z.pb,9011005020200000,1,2,700,A6
826,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928886,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-27Z.pb,-1,-1,-1,-1,
827,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928885,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-27Z.pb,-1,-1,-1,-1,A6
831,55700000063302008,0.0,58.417457580566406,15.62320327758789,323.0,0.0,1647928885,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-27Z.pb,9011005021100000,1,11,700,B2
832,55700000063166564,0.0,58.4169921875,15.623641967773438,0.0,0.0,1647928886,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-27Z.pb,9011005052200000,1,522,700,C3
833,55700000063476178,0.0,58.4174690246582,15.622901916503906,0.0,0.0,1647928888,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-28Z.pb,9011005053000000,1,530,700,C1
835,55700000064973587,0.0,58.41686248779297,15.624648094177246,306.0,0.0,1647928886,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-28Z.pb,9011005020200000,1,2,700,A6
837,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928887,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-28Z.pb,-1,-1,-1,-1,
838,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928887,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-28Z.pb,-1,-1,-1,-1,A6
842,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928886,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-28Z.pb,9011005021100000,1,11,700,B2
843,55700000063166564,0.0,58.4169921875,15.623641967773438,0.0,0.0,1647928887,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-28Z.pb,9011005052200000,1,522,700,C3
844,55700000063476178,0.0,58.4174690246582,15.622901916503906,0.0,0.0,1647928889,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-29Z.pb,9011005053000000,1,530,700,C1
846,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928888,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-29Z.pb,9011005020200000,1,2,700,A6
848,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928888,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-29Z.pb,-1,-1,-1,-1,
849,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928888,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-29Z.pb,-1,-1,-1,-1,A6
853,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928887,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-29Z.pb,9011005021100000,1,11,700,B2
854,55700000063166564,0.0,58.4169921875,15.623641967773438,0.0,0.0,1647928889,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-29Z.pb,9011005052200000,1,522,700,C3
855,55700000063476178,0.0,58.4174690246582,15.622901916503906,0.0,0.0,1647928889,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-30Z.pb,9011005053000000,1,530,700,C1
857,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928888,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-30Z.pb,9011005020200000,1,2,700,A6
859,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928888,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-30Z.pb,-1,-1,-1,-1,
860,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928888,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-30Z.pb,-1,-1,-1,-1,A6
864,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928887,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-30Z.pb,9011005021100000,1,11,700,B2
865,55700000063166564,0.0,58.4169921875,15.623641967773438,0.0,0.0,1647928889,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-30Z.pb,9011005052200000,1,522,700,C3
866,55700000063476178,0.0,58.41746520996094,15.62290096282959,0.0,0.0,1647928891,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-31Z.pb,9011005053000000,1,530,700,C1
867,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928890,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-31Z.pb,9011005020200000,1,2,700,A6
869,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928890,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-31Z.pb,-1,-1,-1,-1,
870,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928890,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-31Z.pb,-1,-1,-1,-1,A6
874,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928890,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-31Z.pb,9011005021100000,1,11,700,B2
875,55700000063166564,0.0,58.416996002197266,15.623641014099121,0.0,0.0,1647928891,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-31Z.pb,9011005052200000,1,522,700,C3
876,55700000063476178,0.0,58.41746520996094,15.62290096282959,0.0,0.0,1647928891,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-32Z.pb,9011005053000000,1,530,700,C1
877,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928890,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-32Z.pb,9011005020200000,1,2,700,A6
879,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928890,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-32Z.pb,-1,-1,-1,-1,
880,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928890,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-32Z.pb,-1,-1,-1,-1,A6
884,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928890,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-32Z.pb,9011005021100000,1,11,700,B2
885,55700000063166564,0.0,58.416996002197266,15.623641014099121,0.0,0.0,1647928891,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-32Z.pb,9011005052200000,1,522,700,C3
886,55700000063476178,0.0,58.41746520996094,15.622900009155273,0.0,0.0,1647928892,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-33Z.pb,9011005053000000,1,530,700,C1
887,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928891,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-33Z.pb,9011005020200000,1,2,700,A6
889,,,58.417903900146484,15.622360229492188,266.0,0.0,1647928891,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-33Z.pb,-1,-1,-1,-1,
890,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928891,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-33Z.pb,-1,-1,-1,-1,A6
894,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928891,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-33Z.pb,9011005021100000,1,11,700,B2
895,55700000063166564,0.0,58.416996002197266,15.623641014099121,0.0,0.0,1647928892,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-33Z.pb,9011005052200000,1,522,700,C3
896,55700000063476178,0.0,58.41746520996094,15.62289810180664,0.0,0.0,1647928893,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-34Z.pb,9011005053000000,1,530,700,C1
897,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928892,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-34Z.pb,9011005020200000,1,2,700,A6
899,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928892,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-34Z.pb,-1,-1,-1,-1,
900,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928892,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-34Z.pb,-1,-1,-1,-1,A6
904,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928892,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-34Z.pb,9011005021100000,1,11,700,B2
905,55700000063166564,0.0,58.416996002197266,15.623641014099121,0.0,0.0,1647928893,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-34Z.pb,9011005052200000,1,522,700,C3
906,55700000063476178,0.0,58.41746520996094,15.622896194458008,0.0,0.0,1647928894,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-35Z.pb,9011005053000000,1,530,700,C1
907,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928893,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-35Z.pb,9011005020200000,1,2,700,A6
909,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928893,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-35Z.pb,-1,-1,-1,-1,
910,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928893,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-35Z.pb,-1,-1,-1,-1,A6
914,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928893,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-35Z.pb,9011005021100000,1,11,700,B2
915,55700000063166564,0.0,58.416996002197266,15.623640060424805,0.0,0.0,1647928894,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-35Z.pb,9011005052200000,1,522,700,C3
916,55700000063476178,0.0,58.41746520996094,15.622893333435059,0.0,0.0,1647928896,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-36Z.pb,9011005053000000,1,530,700,C1
917,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928894,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-36Z.pb,9011005020200000,1,2,700,A6
919,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928895,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-36Z.pb,-1,-1,-1,-1,
920,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928894,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-36Z.pb,-1,-1,-1,-1,A6
924,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928894,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-36Z.pb,9011005021100000,1,11,700,B2
925,55700000063166564,0.0,58.416996002197266,15.623638153076172,0.0,0.0,1647928895,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-36Z.pb,9011005052200000,1,522,700,C3
926,55700000063476178,0.0,58.41746520996094,15.622893333435059,0.0,0.0,1647928897,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-37Z.pb,9011005053000000,1,530,700,C1
927,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928895,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-37Z.pb,9011005020200000,1,2,700,A6
928,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928896,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-37Z.pb,-1,-1,-1,-1,
929,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928896,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-37Z.pb,-1,-1,-1,-1,A6
933,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928895,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-37Z.pb,9011005021100000,1,11,700,B2
934,55700000063166564,0.0,58.416996002197266,15.623636245727539,0.0,0.0,1647928897,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-37Z.pb,9011005052200000,1,522,700,C3
935,55700000063476178,0.0,58.41746520996094,15.622893333435059,0.0,0.0,1647928897,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-38Z.pb,9011005053000000,1,530,700,C1
936,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928895,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-38Z.pb,9011005020200000,1,2,700,A6
937,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928896,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-38Z.pb,-1,-1,-1,-1,
938,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928896,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-38Z.pb,-1,-1,-1,-1,A6
942,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928895,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-38Z.pb,9011005021100000,1,11,700,B2
943,55700000063166564,0.0,58.416996002197266,15.623636245727539,0.0,0.0,1647928897,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-38Z.pb,9011005052200000,1,522,700,C3
944,55700000063476178,0.0,58.41746520996094,15.62289047241211,0.0,0.0,1647928899,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-39Z.pb,9011005053000000,1,530,700,C1
945,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928898,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-39Z.pb,9011005020200000,1,2,700,A6
947,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928898,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-39Z.pb,-1,-1,-1,-1,
948,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928898,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-39Z.pb,-1,-1,-1,-1,A6
951,,,58.41770935058594,15.622140884399414,0.0,0.0,1647928899,9031005918308632,otraf-vehiclepositions-2022-03-22T07-01-39Z.pb,-1,-1,-1,-1,
952,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928898,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-39Z.pb,9011005021100000,1,11,700,B2
953,55700000063166564,0.0,58.416996002197266,15.623635292053223,0.0,0.0,1647928899,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-39Z.pb,9011005052200000,1,522,700,C3
954,55700000063476178,0.0,58.41746520996094,15.62289047241211,0.0,0.0,1647928900,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-40Z.pb,9011005053000000,1,530,700,C1
955,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928899,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-40Z.pb,9011005020200000,1,2,700,A6
957,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928899,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-40Z.pb,-1,-1,-1,-1,
958,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928899,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-40Z.pb,-1,-1,-1,-1,A6
961,55700000064955938,0.0,58.41770935058594,15.622138977050781,0.0,0.0,1647928900,9031005918308632,otraf-vehiclepositions-2022-03-22T07-01-40Z.pb,9011005054600000,1,546,700,
962,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928899,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-40Z.pb,9011005021100000,1,11,700,B2
963,55700000063166564,0.0,58.416996002197266,15.623635292053223,0.0,0.0,1647928900,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-40Z.pb,9011005052200000,1,522,700,C3
964,55700000063476178,0.0,58.41746520996094,15.62289047241211,0.0,0.0,1647928900,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-41Z.pb,9011005053000000,1,530,700,C1
965,55700000064973587,0.0,58.41686248779297,15.624649047851562,306.0,0.0,1647928899,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-41Z.pb,9011005020200000,1,2,700,A6
967,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928899,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-41Z.pb,-1,-1,-1,-1,
968,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928899,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-41Z.pb,-1,-1,-1,-1,A6
971,55700000064955938,0.0,58.41770935058594,15.622138977050781,0.0,0.0,1647928900,9031005918308632,otraf-vehiclepositions-2022-03-22T07-01-41Z.pb,9011005054600000,1,546,700,
972,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928899,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-41Z.pb,9011005021100000,1,11,700,B2
973,55700000063166564,0.0,58.416996002197266,15.623635292053223,0.0,0.0,1647928900,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-41Z.pb,9011005052200000,1,522,700,C3
974,55700000063476178,0.0,58.41746520996094,15.62288761138916,0.0,0.0,1647928901,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-42Z.pb,9011005053000000,1,530,700,C1
975,55700000064973587,0.0,58.41686248779297,15.624648094177246,306.0,0.0,1647928900,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-42Z.pb,9011005020200000,1,2,700,A6
977,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928900,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-42Z.pb,-1,-1,-1,-1,
978,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928900,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-42Z.pb,-1,-1,-1,-1,A6
981,55700000064955938,0.0,58.4177131652832,15.622138977050781,0.0,0.0,1647928901,9031005918308632,otraf-vehiclepositions-2022-03-22T07-01-42Z.pb,9011005054600000,1,546,700,
982,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928900,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-42Z.pb,9011005021100000,1,11,700,B2
983,55700000063166564,0.0,58.416996002197266,15.623635292053223,0.0,0.0,1647928901,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-42Z.pb,9011005052200000,1,522,700,C3
984,55700000063476178,0.0,58.41746520996094,15.622885704040527,0.0,0.0,1647928902,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-43Z.pb,9011005053000000,1,530,700,C1
985,55700000064973587,0.0,58.41686248779297,15.62464714050293,306.0,0.0,1647928901,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-43Z.pb,9011005020200000,1,2,700,A6
987,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928901,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-43Z.pb,-1,-1,-1,-1,
988,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928901,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-43Z.pb,-1,-1,-1,-1,A6
991,55700000064955938,0.0,58.4177131652832,15.622138977050781,0.0,0.0,1647928902,9031005918308632,otraf-vehiclepositions-2022-03-22T07-01-43Z.pb,9011005054600000,1,546,700,
992,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928901,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-43Z.pb,9011005021100000,1,11,700,B2
993,55700000063166564,0.0,58.416996002197266,15.62363338470459,0.0,0.0,1647928902,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-43Z.pb,9011005052200000,1,522,700,C3
994,55700000063476178,0.0,58.41746520996094,15.622885704040527,0.0,0.0,1647928903,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-44Z.pb,9011005053000000,1,530,700,C1
995,55700000064973587,0.0,58.41686248779297,15.624646186828613,306.0,0.0,1647928902,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-44Z.pb,9011005020200000,1,2,700,A6
997,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928903,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-44Z.pb,-1,-1,-1,-1,
998,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928902,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-44Z.pb,-1,-1,-1,-1,A6
1001,55700000064955938,0.0,58.4177131652832,15.622138023376465,0.0,0.0,1647928903,9031005918308632,otraf-vehiclepositions-2022-03-22T07-01-44Z.pb,9011005054600000,1,546,700,
1002,55700000063302008,0.0,58.417457580566406,15.623202323913574,323.0,0.0,1647928902,9031005920505688,otraf-vehiclepositions-2022-03-22T07-01-44Z.pb,9011005021100000,1,11,700,B2
1003,55700000063166564,0.0,58.4169921875,15.62363338470459,0.0,0.0,1647928903,9031005918308622,otraf-vehiclepositions-2022-03-22T07-01-44Z.pb,9011005052200000,1,522,700,C3
1004,55700000063476178,0.0,58.4174690246582,15.622880935668945,0.0,0.0,1647928905,9031005918308827,otraf-vehiclepositions-2022-03-22T07-01-45Z.pb,9011005053000000,1,530,700,C1
1005,55700000064973587,0.0,58.41686248779297,15.624645233154297,306.0,0.0,1647928903,9031005920505682,otraf-vehiclepositions-2022-03-22T07-01-45Z.pb,9011005020200000,1,2,700,A6
1007,,,58.41790008544922,15.622360229492188,266.0,0.0,1647928904,9031005920505752,otraf-vehiclepositions-2022-03-22T07-01-45Z.pb,-1,-1,-1,-1,
1008,,,58.416812896728516,15.62450885772705,319.0,0.0,1647928903,9031005920505671,otraf-vehiclepositions-2022-03-22T07-01-45Z.pb,-1,-1,-1,-1,A6
1011,55700000064955938,0.0,58.4177131652832,15.622138023376465,0.0,0.0,1647928904,9031005918308632,otraf-vehiclepositions-2022-03-22T07-01-45Z.pb,9011005054600000,1,546,700,
