trajectory_id,vehicle,trajectory_start_timestamp,trajectory_end_timestamp,stop_number,stop_start_timestamp,stop_end_timestamp,detected_berth,start_route,start_direction,start_assigned_berth,end_route,end_direction,end_assigned_berth,start_longitude,start_latitude,remarks
9031005920505515-0,9031005920505515,1647931981,1647932251,1,1647932207,1647932233,-1,5,1,B3,5,1,B3,15.6227579116821,58.4176979064941,{'at_crossing': 'E'}
9031005920505515-1,9031005920505515,1647934688,1647934730,0,1647934711,1647934730,A4,5,0,A4,5,0,A4,15.6239223480225,58.4171524047852,{}
9031005920505516-0,9031005920505516,1647929906,1647930270,0,1647929916,1647930132,D1,4,0,A6,20,1,D1,15.6248760223389,58.416561126709,{}
9031005920505516-0,9031005920505516,1647929906,1647930270,1,1647930206,1647930259,E2,20,1,D1,20,1,D1,15.6223077774048,58.417781829834,{}
9031005920505516-1,9031005920505516,1647932994,1647933153,0,1647933017,1647933065,A5,3,0,A5,3,1,A5,15.6242589950562,58.4170112609863,{}
9031005920505516-1,9031005920505516,1647932994,1647933153,1,1647933106,1647933129,-1,3,1,A5,3,1,A5,15.623010635376,58.4175910949707,{}
9031005920505517-0,9031005920505517,1647930442,1647930588,0,1647930469,1647930486,A4,5,0,A4,5,0,A4,15.6239576339722,58.4171867370606,{}
9031005920505517-0,9031005920505517,1647930442,1647930588,1,1647930515,1647930526,-1,5,0,A4,5,0,A4,15.6230897903442,58.4175605773926,{}
9031005920505517-0,9031005920505517,1647930442,1647930588,2,1647930533,1647930543,-1,5,0,A4,5,0,A4,15.6230087280273,58.4175605773926,{}
9031005920505517-0,9031005920505517,1647930442,1647930588,3,1647930559,1647930576,-1,5,0,A4,5,0,A4,15.6225528717041,58.4178047180176,{}
9031005920505517-1,9031005920505517,1647932820,1647933252,0,1647932857,1647933216,A2,1,1,A2,1,1,A2,15.6233291625977,58.4175071716309,{}
9031005920505517-1,9031005920505517,1647932820,1647933252,1,1647933243,1647933249,-1,1,1,A2,1,1,A2,15.6221551895142,58.4176940917969,{'zone': True}
9031005920505646-0,9031005920505646,1647932545,1647932927,0,1647932573,1647932892,A6,2,0,A6,4,1,A6,15.6246109008789,58.416862487793,{}
9031005920505647-0,9031005920505647,1647931503,1647931734,0,1647931530,1647931622,B5,14,0,B5,14,0,B5,15.6241512298584,58.4169464111328,{}
9031005920505647-0,9031005920505647,1647931503,1647931734,1,1647931694,1647931732,-1,14,0,B5,14,0,B5,15.6221265792847,58.4177169799805,{'zone': True}
9031005920505647-1,9031005920505647,1647933788,1647934152,0,1647933800,1647933820,D1,18,0,B5,-1,-1,-1,15.6249017715454,58.4165458679199,{}
9031005920505647-1,9031005920505647,1647933788,1647934152,1,1647933842,1647934032,A6,-1,-1,-1,2,1,A6,15.6246166229248,58.4168815612793,{}
9031005920505647-1,9031005920505647,1647933788,1647934152,2,1647934088,1647934148,-1,2,1,A6,2,1,A6,15.622184753418,58.4177284240723,{'zone': True}
9031005920505648-0,9031005920505648,1647932065,1647932140,0,1647932099,1647932140,A5,14,0,B5,3,1,A5,15.6242456436157,58.4170112609863,{}
9031005920505648-1,9031005920505648,1647932212,1647932382,0,1647932212,1647932340,-1,3,1,A5,3,1,A5,15.624303817749,58.4170761108398,{}
9031005920505649-0,9031005920505649,1647930122,1647930351,0,1647930160,1647930307,A2,1,1,A2,1,1,A2,15.6233463287354,58.4175338745117,{}
9031005920505649-1,9031005920505649,1647933076,1647933160,0,1647933102,1647933121,A3,1,0,A3,1,0,A3,15.623703956604,58.4173469543457,{}
9031005920505650-0,9031005920505650,1647931102,1647931246,0,1647931130,1647931207,B2,13,1,B2,13,1,B2,15.623140335083,58.4174423217773,{}
9031005920505650-0,9031005920505650,1647931102,1647931246,1,1647931227,1647931234,-1,13,1,B2,13,1,B2,15.6227207183838,58.4177131652832,{}
9031005920505650-1,9031005920505650,1647933372,1647933782,0,1647933396,1647933712,B4,13,0,B4,13,0,B4,15.6237688064575,58.4170989990234,{}
9031005920505650-1,9031005920505650,1647933372,1647933782,1,1647933746,1647933775,-1,13,0,B4,13,0,B4,15.6224813461304,58.4177665710449,{}
9031005920505651-0,9031005920505651,1647931814,1647931911,0,1647931846,1647931876,A3,1,0,A3,1,0,A3,15.6236362457275,58.4173316955566,{}
9031005920505651-1,9031005920505651,1647934004,1647934291,0,1647934037,1647934234,A2,1,1,A2,1,1,A2,15.6232967376709,58.4175148010254,{}
9031005920505651-1,9031005920505651,1647934004,1647934291,1,1647934263,1647934275,A1,1,1,A2,1,1,A2,15.6229934692383,58.4176406860352,{}
9031005920505652-0,9031005920505652,1647931333,1647931769,0,1647931345,1647931679,D1,4,0,A6,4,0,A6,15.6248502731323,58.4165382385254,{}
9031005920505652-0,9031005920505652,1647931333,1647931769,1,1647931728,1647931740,-1,-1,-1,-1,-1,-1,-1,15.6230907440186,58.4176254272461,{}
9031005920505652-1,9031005920505652,1647934677,1647934728,0,1647934691,1647934728,C5,3,0,A5,17,1,C5,15.6242542266846,58.4166717529297,{}
9031005920505653-0,9031005920505653,1647930714,1647930844,0,1647930732,1647930782,C4,16,1,C4,16,1,C4,15.6239738464355,58.416862487793,{}
9031005920505653-1,9031005920505653,1647933798,1647933963,0,1647933828,1647933832,-1,14,0,B5,14,0,B5,15.6244850158691,58.4168090820313,{}
9031005920505653-1,9031005920505653,1647933798,1647933963,1,1647933837,1647933885,-1,14,0,B5,14,0,B5,15.6244745254517,58.4168243408203,{}
9031005920505653-1,9031005920505653,1647933798,1647933963,2,1647933893,1647933898,-1,14,0,B5,14,0,B5,15.6244087219238,58.4168205261231,{}
9031005920505653-1,9031005920505653,1647933798,1647933963,3,1647933910,1647933927,-1,14,0,B5,14,0,B5,15.6242046356201,58.4169387817383,{}
9031005920505654-0,9031005920505654,1647931055,1647931275,0,1647931076,1647931224,B6,3,0,A5,12,1,B6,15.6244554519653,58.4167823791504,{}
9031005920505654-1,9031005920505654,1647934481,1647934728,0,1647934501,1647934728,B6,12,0,B6,12,1,B6,15.6244621276855,58.4167861938477,{}
9031005920505655-0,9031005920505655,1647930623,1647930750,0,1647930662,1647930679,A3,-1,-1,-1,-1,-1,-1,15.6236867904663,58.4173316955566,{}
9031005920505655-0,9031005920505655,1647930623,1647930750,1,1647930712,1647930745,-1,-1,-1,-1,-1,-1,-1,15.6222162246704,58.4177207946777,{'zone': True}
9031005920505655-1,9031005920505655,1647930818,1647931142,0,1647930851,1647931080,A6,2,1,A6,2,1,A6,15.6245889663696,58.4168434143066,{}
9031005920505655-1,9031005920505655,1647930818,1647931142,1,1647931127,1647931138,-1,2,1,A6,2,1,A6,15.6221857070923,58.4177360534668,{'zone': True}
9031005920505655-2,9031005920505655,1647933949,1647934166,0,1647933997,1647934116,B2,-1,-1,-1,-1,-1,-1,15.6231317520142,58.4174423217773,{}
9031005920505655-3,9031005920505655,1647934215,1647934529,0,1647934249,1647934501,B2,-1,-1,-1,11,1,B2,15.6231422424316,58.4173965454102,{}
9031005920505656-0,9031005920505656,1647931230,1647931348,0,1647931259,1647931293,A3,1,0,A3,1,0,A3,15.6236877441406,58.417350769043,{}
9031005920505656-1,9031005920505656,1647933221,1647933373,0,1647933248,1647933324,A2,1,1,A2,1,1,A2,15.6233234405518,58.4175148010254,{}
9031005920505656-1,9031005920505656,1647933221,1647933373,1,1647933326,1647933332,A2,1,1,A2,1,1,A2,15.6233310699463,58.4175071716309,{}
9031005920505656-1,9031005920505656,1647933221,1647933373,2,1647933357,1647933368,-1,1,1,A2,1,1,A2,15.6221952438355,58.4176940917969,{'zone': True}
9031005920505657-0,9031005920505657,1647932156,1647932511,0,1647932173,1647932402,C4,12,0,B6,21,1,C4,15.6239643096924,58.4168472290039,{}
9031005920505657-0,9031005920505657,1647932156,1647932511,1,1647932431,1647932495,-1,21,1,C4,21,1,C4,15.622802734375,58.4175529479981,{}
9031005920505658-0,9031005920505658,1647932912,1647932921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1
9031005920505658-1,9031005920505658,1647932972,1647933024,0,1647933013,1647933020,-1,14,0,B5,14,0,B5,15.6221542358398,58.4177055358887,{'zone': True}
9031005920505659-0,9031005920505659,1647930463,1647930961,0,1647930490,1647930914,A5,-1,-1,-1,3,1,A5,15.6242389678955,58.4170265197754,{}
9031005920505659-1,9031005920505659,1647933942,1647934216,0,1647933961,1647934000,B6,3,0,A5,12,1,B6,15.6243686676025,58.4167747497559,{}
9031005920505659-1,9031005920505659,1647933942,1647934216,1,1647934037,1647934059,-1,12,1,B6,12,1,B6,15.6235132217407,58.4171447753906,{}
9031005920505659-1,9031005920505659,1647933942,1647934216,2,1647934063,1647934090,-1,12,1,B6,12,1,B6,15.6235456466675,58.4171524047852,{}
9031005920505659-1,9031005920505659,1647933942,1647934216,3,1647934115,1647934136,-1,12,1,B6,12,1,B6,15.6233549118042,58.4172248840332,{}
9031005920505659-1,9031005920505659,1647933942,1647934216,4,1647934191,1647934212,-1,12,1,B6,12,1,B6,15.6222047805786,58.4177055358887,{'zone': True}
9031005920505661-0,9031005920505661,1647931904,1647932147,0,1647931939,1647932094,B2,13,1,B2,13,1,B2,15.6232414245605,58.4174385070801,{}
9031005920505661-1,9031005920505661,1647934200,1647934683,0,1647934227,1647934632,B4,13,0,B4,13,0,B4,15.6238412857056,58.4171295166016,{}
9031005920505661-1,9031005920505661,1647934200,1647934683,1,1647934667,1647934677,-1,13,0,B4,13,0,B4,15.6222038269043,58.4177284240723,{'zone': True}
9031005920505662-0,9031005920505662,1647931136,1647931633,0,1647931154,1647931534,A6,2,0,A6,4,1,A6,15.6245803833008,58.4168434143066,{}
9031005920505662-0,9031005920505662,1647931136,1647931633,1,1647931619,1647931632,-1,4,1,A6,4,1,A6,15.6221590042114,58.4176330566406,{'zone': True}
9031005920505663-0,9031005920505663,1647931595,1647931755,0,1647931648,1647931666,A4,-1,-1,-1,-1,-1,-1,15.6240129470825,58.417179107666,{}
9031005920505663-0,9031005920505663,1647931595,1647931755,1,1647931701,1647931735,-1,-1,-1,-1,-1,-1,-1,15.6227970123291,58.4177742004395,{}
9031005920505663-1,9031005920505663,1647931926,1647932063,0,1647931937,1647931967,-1,-1,-1,-1,20,1,D1,15.6248588562012,58.4165725708008,{}
9031005920505663-1,9031005920505663,1647931926,1647932063,1,1647932034,1647932054,-1,20,1,D1,20,1,D1,15.6224994659424,58.4177589416504,{}
9031005920505664-0,9031005920505664,1647931696,1647931906,0,1647931716,1647931829,A6,3,0,A5,2,1,A6,15.6245536804199,58.4168090820313,{}
9031005920505664-0,9031005920505664,1647931696,1647931906,1,1647931843,1647931851,A5,2,1,A6,2,1,A6,15.6242570877075,58.4169616699219,{}
9031005920505664-1,9031005920505664,1647934704,1647934728,0,1647934723,1647934728,A6,2,0,A6,2,1,A6,15.6245651245117,58.4168472290039,{}
9031005920505665-0,9031005920505665,1647931783,1647931987,0,1647931814,1647931943,B4,13,0,B4,13,0,B4,15.6237869262695,58.4170722961426,{}
9031005920505666-0,9031005920505666,1647931321,1647931535,0,1647931362,1647931500,A2,1,1,A2,1,1,A2,15.6233072280884,58.4175033569336,{}
9031005920505666-0,9031005920505666,1647931321,1647931535,1,1647931522,1647931528,-1,1,1,A2,1,1,A2,15.6224126815796,58.4177513122559,{}
9031005920505666-1,9031005920505666,1647934119,1647934237,0,1647934152,1647934195,A3,1,0,A3,1,0,A3,15.6235942840576,58.4173355102539,{}
9031005920505667-0,9031005920505667,1647929984,1647930137,0,1647929990,1647930047,-1,18,0,B5,18,0,B5,15.624794960022,58.4163627624512,{}
9031005920505667-0,9031005920505667,1647929984,1647930137,1,1647930061,1647930068,-1,18,0,B5,23,1,D1,15.6248445510864,58.4165763854981,{}
9031005920505667-0,9031005920505667,1647929984,1647930137,2,1647930092,1647930107,A4,23,1,D1,23,1,D1,15.6239814758301,58.4172019958496,{}
9031005920505667-1,9031005920505667,1647930181,1647930375,0,1647930189,1647930328,D1,23,1,D1,23,1,D1,15.6249008178711,58.4165267944336,{}
9031005920505667-2,9031005920505667,1647932337,1647932500,0,1647932373,1647932378,A2,1,1,A2,1,1,A2,15.6233606338501,58.4175491333008,{}
9031005920505667-2,9031005920505667,1647932337,1647932500,1,1647932430,1647932490,-1,1,1,A2,1,1,A2,15.6227617263794,58.4177932739258,{}
9031005920505668-0,9031005920505668,1647930097,1647930345,0,1647930127,1647930300,B2,13,1,B2,13,1,B2,15.6232013702393,58.4174575805664,{}
9031005920505668-0,9031005920505668,1647930097,1647930345,1,1647930330,1647930333,-1,13,1,B2,13,1,B2,15.6224946975708,58.4178047180176,{}
9031005920505668-1,9031005920505668,1647932552,1647932916,0,1647932579,1647932823,B4,13,0,B4,13,0,B4,15.6238355636597,58.4171180725098,{}
9031005920505668-1,9031005920505668,1647932552,1647932916,1,1647932870,1647932913,-1,13,0,B4,13,0,B4,15.6221704483032,58.4177093505859,{'zone': True}
9031005920505669-0,9031005920505669,1647932348,1647932521,0,1647932360,1647932377,D1,3,0,A5,-1,-1,-1,15.6248836517334,58.4165458679199,{}
9031005920505669-0,9031005920505669,1647932348,1647932521,1,1647932432,1647932436,-1,-1,-1,-1,-1,-1,-1,15.6230936050415,58.4176406860352,{}
9031005920505669-0,9031005920505669,1647932348,1647932521,2,1647932443,1647932493,-1,-1,-1,-1,-1,-1,-1,15.6230916976929,58.4176368713379,{}
9031005920505670-0,9031005920505670,1647929758,1647930129,0,1647929758,1647930043,-1,4,1,A6,4,1,A6,15.6246795654297,58.416862487793,{}
9031005920505670-0,9031005920505670,1647929758,1647930129,1,1647930106,1647930125,-1,4,1,A6,4,1,A6,15.6221523284912,58.4177284240723,{'zone': True}
9031005920505670-1,9031005920505670,1647933630,1647934161,0,1647933640,1647933695,D1,4,0,A6,4,0,A6,15.6248989105225,58.4165344238281,{}
9031005920505670-1,9031005920505670,1647933630,1647934161,1,1647933752,1647933795,-1,-1,-1,-1,-1,-1,-1,15.6230459213257,58.4177322387695,{}
9031005920505670-1,9031005920505670,1647933630,1647934161,2,1647933822,1647934092,-1,-1,-1,-1,-1,-1,-1,15.6223182678223,58.4179039001465,{}
9031005920505670-1,9031005920505670,1647933630,1647934161,3,1647934108,1647934151,-1,-1,-1,-1,-1,-1,-1,15.6221351623535,58.4178352355957,{'zone': True}
9031005920505670-2,9031005920505670,1647934207,1647934574,0,1647934233,1647934508,A6,4,1,A6,4,1,A6,15.6246328353882,58.4168510437012,{}
9031005920505670-2,9031005920505670,1647934207,1647934574,1,1647934561,1647934569,-1,4,1,A6,4,1,A6,15.622163772583,58.4177322387695,{'zone': True}
9031005920505671-0,9031005920505671,1647932536,1647933130,0,1647932556,1647933012,B6,12,0,B6,12,1,B6,15.6244621276855,58.4167785644531,{}
9031005920505671-0,9031005920505671,1647932536,1647933130,1,1647933053,1647933061,-1,12,1,B6,12,1,B6,15.6230030059814,58.4175567626953,{}
9031005920505671-0,9031005920505671,1647932536,1647933130,2,1647933081,1647933107,-1,12,1,B6,12,1,B6,15.6225214004517,58.417781829834,{}
9031005920505672-0,9031005920505672,1647929759,1647930068,0,1647929759,1647930002,B5,21,1,C4,21,1,C4,15.6240119934082,58.4169082641602,{}
9031005920505672-0,9031005920505672,1647929759,1647930068,1,1647930037,1647930050,-1,21,1,C4,21,1,C4,15.6227912902832,58.4176139831543,{}
9031005920505673-0,9031005920505673,1647930698,1647930751,0,1647930742,1647930751,A2,1,1,A2,1,1,A2,15.6233682632446,58.4175415039063,{}
9031005920505673-1,9031005920505673,1647930789,1647931026,0,1647930789,1647930947,-1,1,1,A2,1,1,A2,15.6234655380249,58.4175109863281,{}
9031005920505673-1,9031005920505673,1647930789,1647931026,1,1647930977,1647931022,E2,1,1,A2,1,1,A2,15.6222295761108,58.4177742004395,{'zone': True}
9031005920505673-2,9031005920505673,1647933443,1647933897,0,1647933480,1647933836,A3,1,0,A3,1,0,A3,15.6237001419067,58.4173698425293,{}
9031005920505673-2,9031005920505673,1647933443,1647933897,1,1647933863,1647933892,-1,1,0,A3,1,0,A3,15.622260093689,58.4177436828613,{'zone': True}
9031005920505674-0,9031005920505674,1647931642,1647931864,0,1647931661,1647931665,-1,16,0,C5,16,0,C5,15.6244068145752,58.4165687561035,{}
9031005920505674-0,9031005920505674,1647931642,1647931864,1,1647931676,1647931797,C5,16,0,C5,16,0,C5,15.6242532730103,58.4166297912598,{}
9031005920505674-1,9031005920505674,1647934065,1647934278,0,1647934084,1647934208,C4,16,1,C4,16,1,C4,15.6239128112793,58.4168395996094,{}
9031005920505674-1,9031005920505674,1647934065,1647934278,1,1647934256,1647934269,-1,16,1,C4,16,1,C4,15.6223983764648,58.4177360534668,{}
9031005920505675-0,9031005920505675,1647929814,1647930279,0,1647929840,1647930193,A5,3,0,A5,3,1,A5,15.6242952346802,58.4170455932617,{}
9031005920505675-0,9031005920505675,1647929814,1647930279,1,1647930228,1647930262,-1,3,1,A5,3,1,A5,15.6229028701782,58.417724609375,{'at_crossing': 'E'}
9031005920505675-1,9031005920505675,1647933306,1647933700,0,1647933325,1647933614,C4,3,0,A5,21,1,C4,15.6239891052246,58.416862487793,{}
9031005920505675-1,9031005920505675,1647933306,1647933700,1,1647933655,1647933695,-1,21,1,C4,21,1,C4,15.622483253479,58.4177856445313,{}
9031005920505676-0,9031005920505676,1647930206,1647930371,0,1647930227,1647930307,B6,12,0,B6,12,1,B6,15.6244745254517,58.4167976379395,{}
9031005920505676-0,9031005920505676,1647930206,1647930371,1,1647930338,1647930346,-1,12,1,B6,12,1,B6,15.6230983734131,58.4175071716309,{}
9031005920505676-1,9031005920505676,1647933555,1647933779,0,1647933576,1647933678,A6,12,0,B6,4,1,A6,15.6246423721313,58.4168548583984,{}
9031005920505676-1,9031005920505676,1647933555,1647933779,1,1647933745,1647933774,-1,4,1,A6,4,1,A6,15.6221961975098,58.4177131652832,{'zone': True}
9031005920505677-0,9031005920505677,1647930779,1647931092,0,1647930810,1647931018,B4,13,0,B4,13,0,B4,15.6237859725952,58.417106628418,{}
9031005920505677-0,9031005920505677,1647930779,1647931092,1,1647931052,1647931086,-1,13,0,B4,13,0,B4,15.6221609115601,58.4177055358887,{'zone': True}
9031005920505677-1,9031005920505677,1647933966,1647934171,0,1647934010,1647934118,-1,13,1,B2,13,1,B2,15.6233491897583,58.4172744750977,{'at_crossing': 'B2'}
9031005920505678-0,9031005920505678,1647932354,1647932595,0,1647932382,1647932541,A6,17,0,C5,2,1,A6,15.6246299743652,58.4168701171875,{}
9031005920505678-0,9031005920505678,1647932354,1647932595,1,1647932583,1647932592,-1,2,1,A6,2,1,A6,15.6221504211426,58.4177322387695,{'zone': True}
9031005920505680-0,9031005920505680,1647932168,1647932532,0,1647932184,1647932253,-1,4,0,A6,17,1,C5,15.6244211196899,58.4165534973145,{'at_crossing': 'C5'}
9031005920505680-0,9031005920505680,1647932168,1647932532,1,1647932263,1647932408,C5,17,1,C5,17,1,C5,15.6242294311523,58.4166374206543,{}
9031005920505680-0,9031005920505680,1647932168,1647932532,2,1647932434,1647932494,-1,17,1,C5,17,1,C5,15.622875213623,58.4173431396484,{}
9031005920505681-0,9031005920505681,1647931225,1647931338,0,1647931238,1647931269,C5,12,0,B6,17,1,C5,15.6243076324463,58.4167175292969,{}
9031005920505681-0,9031005920505681,1647931225,1647931338,1,1647931323,1647931334,-1,17,1,C5,17,1,C5,15.622166633606,58.4177055358887,{'zone': True}
9031005920505682-0,9031005920505682,1647931897,1647932242,0,1647931929,1647932161,A6,2,0,A6,4,1,A6,15.624566078186,58.4168128967285,{}
9031005920505682-0,9031005920505682,1647931897,1647932242,1,1647932207,1647932231,-1,4,1,A6,4,1,A6,15.6224727630615,58.4177551269531,{}
9031005920505683-0,9031005920505683,1647932907,1647933026,0,1647932926,1647933026,C3,-1,-1,-1,-1,-1,-1,15.6235904693604,58.4170112609863,{}
9031005920505683-1,9031005920505683,1647933088,1647933177,0,1647933088,1647933135,-1,-1,-1,-1,-1,-1,-1,15.6236152648926,58.4170608520508,{}
9031005920505683-1,9031005920505683,1647933088,1647933177,1,1647933154,1647933160,C1,-1,-1,-1,-1,-1,-1,15.6227893829346,58.4174308776856,{}
9031005920505683-2,9031005920505683,1647933236,1647933337,0,1647933255,1647933284,A6,-1,-1,-1,2,1,A6,15.6245698928833,58.4168548583984,{}
9031005920505683-2,9031005920505683,1647933236,1647933337,1,1647933318,1647933333,-1,2,1,A6,2,1,A6,15.6221675872803,58.4177169799805,{'zone': True}
9031005920505685-0,9031005920505685,1647934668,1647934698,0,1647934691,1647934698,A5,17,0,C5,3,1,A5,15.6242780685425,58.4169960021973,{}
9031005920505686-0,9031005920505686,1647929759,1647929775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1
9031005920505686-1,9031005920505686,1647933512,1647933839,0,1647933535,1647933782,A5,17,0,C5,3,1,A5,15.6243295669556,58.4170112609863,{}
9031005920505686-1,9031005920505686,1647933512,1647933839,1,1647933823,1647933828,-1,3,1,A5,3,1,A5,15.6225242614746,58.4177894592285,{}
9031005920505687-0,9031005920505687,1647930272,1647930478,0,1647930303,1647930424,A6,-1,-1,-1,2,1,A6,15.6245822906494,58.4168815612793,{}
9031005920505687-0,9031005920505687,1647930272,1647930478,1,1647930468,1647930473,E2,2,1,A6,2,1,A6,15.6221942901611,58.4178047180176,{'zone': True}
9031005920505687-1,9031005920505687,1647933320,1647933793,0,1647933331,1647933344,-1,2,0,A6,17,1,C5,15.6245431900024,58.4165229797363,{'at_crossing': 'C5'}
9031005920505687-1,9031005920505687,1647933320,1647933793,1,1647933368,1647933736,C5,17,1,C5,17,1,C5,15.6242599487305,58.4166946411133,{}
9031005920505688-0,9031005920505688,1647931147,1647931761,0,1647931176,1647931212,B3,11,0,B2,-1,-1,-1,15.6234397888184,58.4172401428223,{}
9031005920505688-0,9031005920505688,1647931147,1647931761,1,1647931226,1647931674,B2,-1,-1,-1,11,1,B2,15.623158454895,58.4174308776856,{}
9031005920505688-0,9031005920505688,1647931147,1647931761,2,1647931696,1647931738,-1,11,1,B2,11,1,B2,15.622820854187,58.4176330566406,{}
9031005920505688-1,9031005920505688,1647933854,1647934235,0,1647933862,1647933880,D1,11,0,B2,11,0,B2,15.6248531341553,58.4165267944336,{}
9031005920505688-1,9031005920505688,1647933854,1647934235,1,1647933914,1647933921,-1,11,0,B2,-1,-1,-1,15.6237945556641,58.4172401428223,{}
9031005920505688-1,9031005920505688,1647933854,1647934235,2,1647933944,1647934196,A1,-1,-1,-1,-1,-1,-1,15.6229696273804,58.4177017211914,{}
9031005920505696-0,9031005920505696,1647930247,1647930361,0,1647930260,1647930301,-1,16,0,C5,16,0,C5,15.6243314743042,58.4167137145996,{}
9031005920505696-0,9031005920505696,1647930247,1647930361,1,1647930334,1647930342,B1,16,0,C5,16,0,C5,15.6228189468384,58.4175605773926,{}
9031005920505696-1,9031005920505696,1647932724,1647933117,0,1647932741,1647933005,C4,16,1,C4,16,1,C4,15.6239585876465,58.4168510437012,{}
9031005920505696-1,9031005920505696,1647932724,1647933117,1,1647933079,1647933104,-1,16,1,C4,16,1,C4,15.6221237182617,58.4176902770996,{'zone': True}
9031005920505696-1,9031005920505696,1647932724,1647933117,2,1647933108,1647933112,-1,16,1,C4,16,1,C4,15.6221189498901,58.4176902770996,{'zone': True}
9031005920505697-0,9031005920505697,1647931970,1647932233,0,1647931997,1647932109,B6,3,0,A5,12,1,B6,15.6244325637817,58.4167785644531,{}
9031005920505697-0,9031005920505697,1647931970,1647932233,1,1647932188,1647932228,-1,12,1,B6,12,1,B6,15.6220970153809,58.4176864624023,{'zone': True}
9031005920505698-0,9031005920505698,1647931409,1647931680,0,1647931432,1647931623,A5,17,0,C5,3,1,A5,15.6243028640747,58.4170303344727,{}
9031005920505698-1,9031005920505698,1647934267,1647934469,0,1647934297,1647934384,A5,3,0,A5,3,1,A5,15.6241998672485,58.4169845581055,{}
9031005920505698-1,9031005920505698,1647934267,1647934469,1,1647934419,1647934455,-1,3,1,A5,3,1,A5,15.6224422454834,58.4177703857422,{}
9031005920505699-0,9031005920505699,1647930611,1647930830,0,1647930625,1647930650,D1,3,0,A5,-1,-1,-1,15.6249141693115,58.4165573120117,{}
9031005920505699-0,9031005920505699,1647930611,1647930830,1,1647930679,1647930738,A6,4,1,A6,4,1,A6,15.6245861053467,58.4168663024902,{}
9031005920505699-0,9031005920505699,1647930611,1647930830,2,1647930754,1647930762,-1,4,1,A6,4,1,A6,15.6241369247437,58.4170112609863,{'at_crossing': 'A4'}
9031005920505699-1,9031005920505699,1647934440,1647934520,0,1647934454,1647934477,C5,4,0,A6,-1,-1,-1,15.6242437362671,58.416690826416,{}
9031005920505731-0,9031005920505731,1647929758,1647930049,0,1647929758,1647930009,A1,15,1,A1,15,1,A1,15.6230297088623,58.4177055358887,{}
9031005920505731-0,9031005920505731,1647929758,1647930049,1,1647930031,1647930044,-1,15,1,A1,15,1,A1,15.6221933364868,58.4177207946777,{'zone': True}
9031005920505731-1,9031005920505731,1647933229,1647933448,0,1647933241,1647933349,C5,15,0,A1,-1,-1,-1,15.6242752075195,58.416690826416,{}
9031005920505731-1,9031005920505731,1647933229,1647933448,1,1647933412,1647933445,-1,-1,-1,-1,-1,-1,-1,15.6221466064453,58.4176864624023,{'zone': True}
9031005920505731-2,9031005920505731,1647933502,1647933710,0,1647933515,1647933607,D1,-1,-1,-1,20,1,D1,15.6248569488525,58.4165344238281,{}
9031005920505731-2,9031005920505731,1647933502,1647933710,1,1647933659,1647933696,-1,20,1,D1,20,1,D1,15.6228370666504,58.4176940917969,{'at_crossing': 'E'}
9031005920505732-0,9031005920505732,1647930793,1647931093,0,1647930808,1647931015,D1,15,0,A1,20,1,D1,15.6248769760132,58.4165458679199,{}
9031005920505732-0,9031005920505732,1647930793,1647931093,1,1647931064,1647931090,-1,20,1,D1,20,1,D1,15.6220512390137,58.4177398681641,{'zone': True}
9031005920505733-0,9031005920505733,1647932730,1647932825,0,1647932768,1647932784,A1,10,1,E2,10,1,E2,15.6229887008667,58.4176750183106,{}
9031005920505733-0,9031005920505733,1647932730,1647932825,1,1647932800,1647932822,-1,-1,-1,-1,-1,-1,-1,15.6221008300781,58.4176979064941,{'zone': True}
9031005920505733-1,9031005920505733,1647933731,1647933737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1
9031005920505733-2,9031005920505733,1647933770,1647933946,0,1647933828,1647933902,-1,-1,-1,-1,15,1,A1,15.6230115890503,58.4177360534668,{}
9031005920505733-2,9031005920505733,1647933770,1647933946,1,1647933919,1647933942,-1,15,1,A1,15,1,A1,15.6221628189087,58.4176902770996,{'zone': True}
9031005920505734-0,9031005920505734,1647930693,1647931262,0,1647930726,1647931196,B5,6,0,E1,18,1,B5,15.6240520477295,58.4169464111328,{'at_crossing': 'B4'}
9031005920505734-0,9031005920505734,1647930693,1647931262,1,1647931204,1647931209,B5,18,1,B5,18,1,B5,15.6240177154541,58.4169540405273,{'at_crossing': 'B4'}
9031005920505734-1,9031005920505734,1647933241,1647933342,0,1647933299,1647933316,A1,14,1,A1,14,1,A1,15.6229476928711,58.4176788330078,{}
9031005920505735-0,9031005920505735,1647930116,1647930355,0,1647930133,1647930299,B5,14,0,B5,14,0,B5,15.6241140365601,58.416919708252,{}
9031005920505735-0,9031005920505735,1647930116,1647930355,1,1647930334,1647930340,-1,14,0,B5,14,0,B5,15.6227970123291,58.4176177978516,{}
9031005920505735-1,9031005920505735,1647932426,1647932748,0,1647932435,1647932711,D1,18,0,B5,20,1,D1,15.6248388290405,58.4165382385254,{}
9031005920505736-0,9031005920505736,1647929977,1647930506,0,1647930028,1647930035,A3,6,0,E1,6,0,E1,15.6236629486084,58.4173851013184,{}
