trajectory_id,vehicle,trajectory_start_timestamp,trajectory_end_timestamp,stop_number,stop_start_timestamp,stop_end_timestamp,detected_berth,start_route,start_direction,start_assigned_berth,end_route,end_direction,end_assigned_berth,start_longitude,start_latitude,remarks
9031005920505736-0,9031005920505736,1647929977,1647930506,1,1647930063,1647930486,A1,6,0,E1,6,0,E1,15.6230182647705,58.417724609375,{}
9031005920505736-1,9031005920505736,1647930581,1647931237,0,1647930650,1647931193,A1,-1,-1,-1,15,1,A1,15.6230030059814,58.4177017211914,{}
9031005920505736-1,9031005920505736,1647930581,1647931237,1,1647931216,1647931231,-1,15,1,A1,15,1,A1,15.6221685409546,58.4177169799805,{'zone': True}
9031005920505736-2,9031005920505736,1647934401,1647934655,0,1647934410,1647934602,D1,15,0,A1,21,1,C4,15.6248817443848,58.4165420532227,{}
9031005920505736-3,9031005920505736,1647934697,1647934728,0,1647934722,1647934728,C4,21,1,C4,21,1,C4,15.6239099502563,58.4168586730957,{'at_crossing': 'C3'}
9031005920505737-0,9031005920505737,1647932051,1647932170,0,1647932075,1647932110,A4,15,0,A1,-1,-1,-1,15.6239061355591,58.4172096252441,{}
9031005920505739-0,9031005920505739,1647930786,1647931136,0,1647930809,1647930826,A6,572,1,E1,572,1,E1,15.6246166229248,58.4168357849121,{}
9031005920505739-0,9031005920505739,1647930786,1647931136,1,1647930877,1647931088,-1,572,1,E1,6,1,E1,15.6222343444824,58.417896270752,{}
9031005920505739-0,9031005920505739,1647930786,1647931136,2,1647931091,1647931097,-1,6,1,E1,6,1,E1,15.6222534179688,58.4179191589356,{}
9031005920505739-0,9031005920505739,1647930786,1647931136,3,1647931117,1647931134,-1,6,1,E1,6,1,E1,15.6220989227295,58.4177665710449,{'zone': True}
9031005920505739-1,9031005920505739,1647934409,1647934707,0,1647934463,1647934683,E1,6,0,E1,6,1,E1,15.6222448348999,58.4178695678711,{}
9031005920505739-1,9031005920505739,1647934409,1647934707,1,1647934697,1647934703,-1,6,1,E1,6,1,E1,15.6221084594727,58.4177322387695,{'zone': True}
9031005920505740-0,9031005920505740,1647931659,1647932507,0,1647931679,1647932391,B5,10,0,B1,18,1,B5,15.624077796936,58.4169273376465,{}
9031005920505740-0,9031005920505740,1647931659,1647932507,1,1647932430,1647932492,-1,18,1,B5,18,1,B5,15.6228265762329,58.4176406860352,{}
9031005920505740-1,9031005920505740,1647934367,1647934508,0,1647934421,1647934492,A1,14,1,A1,14,1,A1,15.6229467391968,58.4176864624023,{}
9031005920505741-0,9031005920505741,1647930747,1647931259,0,1647930760,1647930787,C5,10,0,B1,-1,-1,-1,15.624231338501,58.4167060852051,{}
9031005920505741-0,9031005920505741,1647930747,1647931259,1,1647930810,1647930813,-1,-1,-1,-1,-1,-1,-1,15.6239404678345,58.4169158935547,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,2,1647930830,1647930833,-1,-1,-1,-1,-1,-1,-1,15.6239786148071,58.4169235229492,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,3,1647930835,1647930845,-1,-1,-1,-1,-1,-1,-1,15.6239728927612,58.4169082641602,{}
9031005920505741-0,9031005920505741,1647930747,1647931259,4,1647930851,1647930862,C4,-1,-1,-1,-1,-1,-1,15.6239776611328,58.4168586730957,{}
9031005920505741-0,9031005920505741,1647930747,1647931259,5,1647930864,1647930876,C4,-1,-1,-1,-1,-1,-1,15.6239967346191,58.4168739318848,{}
9031005920505741-0,9031005920505741,1647930747,1647931259,6,1647930879,1647930892,-1,-1,-1,-1,-1,-1,-1,15.6240148544312,58.4169845581055,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,7,1647930906,1647930920,-1,-1,-1,-1,21,1,C4,15.6238994598389,58.416934967041,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,8,1647930934,1647930945,B5,21,1,C4,21,1,C4,15.6240062713623,58.4169120788574,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,9,1647930947,1647930952,-1,21,1,C4,21,1,C4,15.6239795684814,58.4169044494629,{}
9031005920505741-0,9031005920505741,1647930747,1647931259,10,1647930955,1647930960,-1,21,1,C4,21,1,C4,15.623987197876,58.4169006347656,{}
9031005920505741-0,9031005920505741,1647930747,1647931259,11,1647930968,1647930973,-1,21,1,C4,21,1,C4,15.6239633560181,58.416919708252,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,12,1647931010,1647931013,-1,21,1,C4,21,1,C4,15.6239652633667,58.4169387817383,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,13,1647931024,1647931034,B5,21,1,C4,21,1,C4,15.6240291595459,58.4169273376465,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,14,1647931046,1647931051,B5,21,1,C4,21,1,C4,15.6239929199219,58.416919708252,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,15,1647931054,1647931058,-1,21,1,C4,21,1,C4,15.6239757537842,58.4169273376465,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,16,1647931064,1647931090,-1,21,1,C4,21,1,C4,15.6239490509033,58.4169120788574,{}
9031005920505741-0,9031005920505741,1647930747,1647931259,17,1647931092,1647931098,B5,21,1,C4,21,1,C4,15.6240482330322,58.4169540405273,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,18,1647931101,1647931105,B5,21,1,C4,21,1,C4,15.6240730285645,58.4169692993164,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,19,1647931112,1647931124,B5,21,1,C4,21,1,C4,15.6240377426147,58.4169578552246,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,20,1647931127,1647931136,C4,21,1,C4,21,1,C4,15.6239614486694,58.4168891906738,{}
9031005920505741-0,9031005920505741,1647930747,1647931259,21,1647931139,1647931148,-1,21,1,C4,21,1,C4,15.6239500045776,58.4169044494629,{}
9031005920505741-0,9031005920505741,1647930747,1647931259,22,1647931162,1647931167,-1,21,1,C4,21,1,C4,15.6240358352661,58.4169845581055,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,23,1647931169,1647931178,-1,21,1,C4,21,1,C4,15.6240539550781,58.4169731140137,{'at_crossing': 'B4'}
9031005920505741-0,9031005920505741,1647930747,1647931259,24,1647931181,1647931192,-1,21,1,C4,21,1,C4,15.6240930557251,58.4169998168945,{'at_crossing': 'A4'}
9031005920505742-0,9031005920505742,1647931882,1647932732,0,1647931931,1647932710,A1,10,1,E2,15,1,A1,15.623028755188,58.4177131652832,{}
9031005920505743-0,9031005920505743,1647929914,1647930261,0,1647929944,1647929976,A4,-1,-1,-1,-1,-1,-1,15.6239595413208,58.417179107666,{}
9031005920505743-0,9031005920505743,1647929914,1647930261,1,1647930020,1647930175,E1,-1,-1,-1,6,1,E1,15.6222553253174,58.4178657531738,{}
9031005920505743-0,9031005920505743,1647929914,1647930261,2,1647930181,1647930189,-1,6,1,E1,6,1,E1,15.6221647262573,58.4178695678711,{}
9031005920505743-0,9031005920505743,1647929914,1647930261,3,1647930200,1647930254,-1,6,1,E1,6,1,E1,15.6221141815186,58.4177436828613,{'zone': True}
9031005920505743-1,9031005920505743,1647933716,1647933956,0,1647933738,1647933898,B5,6,0,E1,6,0,E1,15.6240873336792,58.4169464111328,{}
9031005920505743-2,9031005920505743,1647933991,1647934282,0,1647934024,1647934203,B5,18,1,B5,18,1,B5,15.6240816116333,58.4169311523438,{}
9031005920505743-2,9031005920505743,1647933991,1647934282,1,1647934258,1647934272,-1,18,1,B5,18,1,B5,15.622706413269,58.4177169799805,{}
9031005920505744-0,9031005920505744,1647932021,1647932140,0,1647932069,1647932100,B1,10,0,B1,10,0,B1,15.6229200363159,58.4175834655762,{}
9031005920505745-0,9031005920505745,1647931515,1647931674,0,1647931524,1647931583,-1,6,0,E1,6,0,E1,15.6248111724854,58.4165725708008,{}
9031005920505745-0,9031005920505745,1647931515,1647931674,1,1647931621,1647931638,A2,6,0,E1,6,0,E1,15.6233263015747,58.4174957275391,{}
9031005920505745-1,9031005920505745,1647931709,1647932148,0,1647931719,1647932081,D1,6,0,E1,23,1,D1,15.6248807907105,58.4165344238281,{}
9031005920505746-0,9031005920505746,1647929758,1647929928,0,1647929758,1647929893,B2,11,1,B2,11,1,B2,15.6231336593628,58.4174690246582,{}
9031005920505746-1,9031005920505746,1647932345,1647932601,0,1647932377,1647932571,B2,11,0,B2,11,1,B2,15.6231317520142,58.4174423217773,{}
9031005920505747-0,9031005920505747,1647931143,1647931999,0,1647931170,1647931195,A5,18,0,B5,-1,-1,-1,15.6242532730103,58.4170227050781,{}
9031005920505747-0,9031005920505747,1647931143,1647931999,1,1647931198,1647931213,A5,-1,-1,-1,-1,-1,-1,15.6242532730103,58.4169960021973,{}
9031005920505747-0,9031005920505747,1647931143,1647931999,2,1647931216,1647931222,A5,-1,-1,-1,-1,-1,-1,15.6242542266846,58.4169883728027,{}
9031005920505747-0,9031005920505747,1647931143,1647931999,3,1647931265,1647931983,E1,-1,-1,-1,6,1,E1,15.6222629547119,58.4178123474121,{}
9031005920505748-0,9031005920505748,1647932532,1647932922,0,1647932603,1647932884,E1,6,0,E1,6,1,E1,15.6223335266113,58.4178504943848,{}
9031005920505748-0,9031005920505748,1647932532,1647932922,1,1647932899,1647932917,-1,6,1,E1,6,1,E1,15.6221122741699,58.4177703857422,{'zone': True}
9031005920505749-0,9031005920505749,1647931790,1647932105,0,1647931850,1647932098,E2,10,1,E2,10,1,E2,15.6222867965698,58.4177894592285,{}
9031005920505751-0,9031005920505751,1647930193,1647930340,0,1647930211,1647930229,A5,10,1,E2,10,1,E2,15.6242589950562,58.4170227050781,{}
9031005920505751-0,9031005920505751,1647930193,1647930340,1,1647930255,1647930262,-1,10,1,E2,10,1,E2,15.6231079101563,58.4175834655762,{}
9031005920505751-0,9031005920505751,1647930193,1647930340,2,1647930289,1647930318,E1,10,1,E2,10,1,E2,15.6222972869873,58.4178352355957,{}
9031005920505751-1,9031005920505751,1647932716,1647933046,0,1647932750,1647933010,B1,10,0,B1,10,0,B1,15.6229209899902,58.4175682067871,{}
9031005920505752-0,9031005920505752,1647932921,1647933799,0,1647932989,1647933284,A1,6,0,E1,6,0,E1,15.622974395752,58.4177017211914,{}
9031005920505752-0,9031005920505752,1647932921,1647933799,1,1647933309,1647933781,E1,6,0,E1,6,1,E1,15.6222867965698,58.4178733825684,{}
9031005920505753-0,9031005920505753,1647931878,1647931976,0,1647931893,1647931917,B6,6,0,E1,6,0,E1,15.624418258667,58.4167709350586,{}
9031005920505753-1,9031005920505753,1647933314,1647933621,0,1647933323,1647933331,-1,1,1,A2,1,1,A2,15.6247968673706,58.4166030883789,{'at_crossing': 'A6'}
9031005920505753-1,9031005920505753,1647933314,1647933621,1,1647933360,1647933600,A2,1,1,A2,1,1,A2,15.6233081817627,58.4175186157227,{}
9031005920505754-0,9031005920505754,1647930456,1647930837,0,1647930501,1647930784,B2,11,0,B2,11,1,B2,15.6231126785278,58.4174537658691,{}
9031005920505754-0,9031005920505754,1647930456,1647930837,1,1647930802,1647930811,-1,11,1,B2,11,1,B2,15.6228408813477,58.4176292419434,{}
9031005920505754-1,9031005920505754,1647933162,1647933525,0,1647933201,1647933484,B2,11,0,B2,11,1,B2,15.6231441497803,58.4174385070801,{}
9031005920505754-1,9031005920505754,1647933162,1647933525,1,1647933515,1647933521,-1,11,1,B2,11,1,B2,15.6221780776978,58.4176902770996,{'zone': True}
9031005920505755-0,9031005920505755,1647931235,1647931338,0,1647931283,1647931327,E2,10,1,E2,10,1,E2,15.6223058700562,58.4177742004395,{}
9031005920505755-1,9031005920505755,1647933982,1647934271,0,1647934049,1647934213,B1,10,0,B1,10,0,B1,15.6229305267334,58.4176216125488,{}
9031005920505755-1,9031005920505755,1647933982,1647934271,1,1647934216,1647934227,B1,10,0,B1,10,0,B1,15.6229486465454,58.4176177978516,{}
9031005920505755-1,9031005920505755,1647933982,1647934271,2,1647934246,1647934268,-1,10,0,B1,10,0,B1,15.6221733093262,58.4177131652832,{'zone': True}
9031005920505756-0,9031005920505756,1647931003,1647931240,0,1647931047,1647931208,B1,10,0,B1,10,0,B1,15.6228933334351,58.4176063537598,{}
9031005920505756-0,9031005920505756,1647931003,1647931240,1,1647931224,1647931233,-1,10,0,B1,10,0,B1,15.622465133667,58.4177551269531,{}
9031005920505756-1,9031005920505756,1647934568,1647934728,0,1647934637,1647934728,E1,10,1,E2,10,1,E2,15.6223335266113,58.4177970886231,{}
9031005920505757-0,9031005920505757,1647929759,1647929815,0,1647929759,1647929763,B5,18,1,B5,18,1,B5,15.624135017395,58.4169425964356,{}
9031005920505757-0,9031005920505757,1647929759,1647929815,1,1647929801,1647929814,-1,18,1,B5,18,1,B5,15.6221647262573,58.4177169799805,{'zone': True}
9031005920505757-1,9031005920505757,1647931738,1647931843,0,1647931790,1647931817,A1,14,1,A1,14,1,A1,15.6229829788208,58.4176826477051,{}
9031005920505758-0,9031005920505758,1647930059,1647930334,0,1647930117,1647930303,B1,10,0,B1,10,0,B1,15.6229066848755,58.4175987243652,{}
9031005920505758-0,9031005920505758,1647930059,1647930334,1,1647930327,1647930332,-1,10,0,B1,10,0,B1,15.6221532821655,58.4176979064941,{'zone': True}
9031005920505758-1,9031005920505758,1647933636,1647933907,0,1647933677,1647933698,A2,10,1,E2,10,1,E2,15.623293876648,58.4174995422363,{}
9031005920505758-1,9031005920505758,1647933636,1647933907,1,1647933731,1647933899,E1,10,1,E2,-1,-1,-1,15.6222829818726,58.4178199768066,{}
9031005920505759-0,9031005920505759,1647932637,1647933126,0,1647932713,1647933090,E1,10,1,E2,10,1,E2,15.6223230361938,58.4178314208984,{}
9031005920505759-0,9031005920505759,1647932637,1647933126,1,1647933103,1647933120,E2,10,1,E2,10,1,E2,15.6221981048584,58.4177780151367,{'zone': True}
9031005920703443-0,9031005920703443,1647933643,1647933721,0,1647933667,1647933681,C2,617,0,C2,-1,-1,-1,15.6233282089233,58.417179107666,{}
9031005920703853-0,9031005920703853,1647933084,1647933170,0,1647933113,1647933131,-1,-1,-1,-1,-1,-1,-1,15.6230335235596,58.4173126220703,{}
9031005920703853-0,9031005920703853,1647933084,1647933170,1,1647933152,1647933159,-1,-1,-1,-1,-1,-1,-1,15.6228113174438,58.4176216125488,{}
9031005920703856-0,9031005920703856,1647933002,1647933143,0,1647933024,1647933029,B6,241,1,D1,241,1,D1,15.6243381500244,58.4167785644531,{}
9031005920703856-0,9031005920703856,1647933002,1647933143,1,1647933059,1647933071,-1,241,1,D1,241,1,D1,15.6231298446655,58.4173316955566,{}
9031005920703856-0,9031005920703856,1647933002,1647933143,2,1647933088,1647933112,C1,241,1,D1,241,1,D1,15.6228818893433,58.4174995422363,{}
9031005920703863-0,9031005920703863,1647932161,1647932256,0,1647932173,1647932207,C5,521,0,C3,-1,-1,-1,15.6241884231567,58.4166679382324,{}
9031005920703867-0,9031005920703867,1647933894,1647934012,0,1647933902,1647933931,C5,530,0,C1,-1,-1,-1,15.6242055892944,58.4166717529297,{}
9031005920703867-0,9031005920703867,1647933894,1647934012,1,1647933979,1647934008,-1,-1,-1,-1,-1,-1,-1,15.622127532959,58.4176979064941,{'zone': True}
9031008082600757-0,9031008082600757,1647932770,1647932849,0,1647932776,1647932809,D1,185,1,-1,185,1,-1,15.624870300293,58.4165382385254,{}
